round_dt,Date,Time,iButton_Temp,Time_Date,Date.x,Time.x,Object,Size,Month,Season,dt.x,TIMESTAMP,Date.y,Time.y,RECORD,Speed_AVG,Direction_AVG,Direction_StDev,Raw_Speed_AVG,Raw_Direction_AVG,Raw_Direction_StDev,Speed_Max,Temperature_Avg,RH_Avg,Dewpoint_T_Avg,Pressure_Avg,Radiation_Avg,Sunshine,IR_Temp_Avg,IRdetectorT_Avg,Batt_Min,dt.y,ToShade,ToSun,active_sun,distance_from_vtmean_sun,active_shade,distance_from_vtmean_shade,absolute_distance_sun,absolute_distance_shade,Active_location,Active_location_size,active_rock_bush,distance_from_vtmean_rock_bush,absolute_distance_from_vtmean_rock_bush,minimum_absolute_distance_from_vtmean_rock_bush
14/02/2022 10:00,14/02/2022,10:00,22.5,2/14/22 10:09:00 AM,2/14/22,10:09:00,Bush,Large,2,Winter,14/02/2022 10:09,14/02/2022 9:50,14/02/2022,9:50,37028,0.903,119.5,48.86,0.903,133.5,48.87,2.14,20.56,47.47,9.15,1065.4,370.21,2.63,22.49,22.66,13.67,14/02/2022 9:50,22.37595012,23.41557471,No,-8.28442529,No,-9.32404988,8.28442529,9.32404988,Bush,Bush-Large,No,-9.2,9.2,9.2
14/02/2022 10:00,14/02/2022,10:00,22.5,2/14/22 10:09:00 AM,2/14/22,10:09:00,Bush,Large,2,Winter,14/02/2022 10:09,14/02/2022 10:00,14/02/2022,10:00,37029,0.785,358,62.74,0.785,12.01,62.74,1.5,20.78,47.13,9.18,1065.34,397.78,2.8,23.21,22.85,13.64,14/02/2022 10:00,22.39107672,24.2496831,No,-7.4503169,No,-9.30892328,7.4503169,9.30892328,Bush,Bush-Large,No,-9.2,9.2,9.2
14/02/2022 10:00,14/02/2022,10:00,22.5,2/14/22 10:09:00 AM,2/14/22,10:09:00,Bush,Large,2,Winter,14/02/2022 10:09,14/02/2022 10:10,14/02/2022,10:10,37030,1.037,51.65,38.31,1.037,65.65,38.31,1.67,20.91,46.99,9.24,1065.233,396.38,2.97,23.32,23.08,13.64,14/02/2022 10:10,22.40003104,24.35389978,No,-7.34610022,No,-9.29996896,7.34610022,9.29996896,Bush,Bush-Large,No,-9.2,9.2,9.2
14/02/2022 9:00,14/02/2022,9:00,22,2/14/22 9:09:00 AM,2/14/22,9:09:00,Bush,Large,2,Winter,14/02/2022 9:09,14/02/2022 9:00,14/02/2022,9:00,37023,1.22,143.3,23.34,1.22,157.3,23.34,1.99,20.39,47.51,9.01,1065.451,533.17,1.8,23.18,23.37,13.72,14/02/2022 9:00,21.89913034,24.92866322,No,-6.77133678,No,-9.80086966,6.77133678,9.80086966,Bush,Bush-Large,No,-9.7,9.7,9.7
14/02/2022 9:00,14/02/2022,9:00,22,2/14/22 9:09:00 AM,2/14/22,9:09:00,Bush,Large,2,Winter,14/02/2022 9:09,14/02/2022 9:10,14/02/2022,9:10,37024,1.054,181.2,25.17,1.054,195.2,25.18,1.87,19.88,48.84,8.93,1065.404,326.22,1.97,22.34,23.09,13.69,14/02/2022 9:10,21.86424257,22.99370492,No,-8.70629508,No,-9.83575743,8.70629508,9.83575743,Bush,Bush-Large,No,-9.7,9.7,9.7
15/02/2022 8:00,15/02/2022,8:00,19.5,2/15/22 8:09:00 AM,2/15/22,8:09:00,Bush,Large,2,Winter,15/02/2022 8:09,15/02/2022 7:50,15/02/2022,7:50,37160,1.589,103.3,51.08,1.589,117.4,51.1,3.46,18.75,52.37,8.94,1066.291,347.56,0.8,18.55,20.31,13.77,15/02/2022 7:50,19.45934653,19.52336757,No,-12.17663243,No,-12.24065347,12.17663243,12.24065347,Bush,Bush-Large,No,-12.2,12.2,12.2
15/02/2022 8:00,15/02/2022,8:00,19.5,2/15/22 8:09:00 AM,2/15/22,8:09:00,Bush,Large,2,Winter,15/02/2022 8:09,15/02/2022 8:00,15/02/2022,8:00,37161,1.546,152.4,11.76,1.546,166.6,11.8,3.09,18.68,52.19,8.79,1066.327,290.46,0.97,18.53,20.38,13.74,15/02/2022 8:00,19.45461903,19.18521166,No,-12.51478834,No,-12.24538097,12.51478834,12.24538097,Bush,Bush-Large,No,-12.2,12.2,12.2
15/02/2022 8:00,15/02/2022,8:00,19.5,2/15/22 8:09:00 AM,2/15/22,8:09:00,Bush,Large,2,Winter,15/02/2022 8:09,15/02/2022 8:10,15/02/2022,8:10,37162,1.019,142.2,21.24,1.019,156.2,21.25,2.07,18.69,52.08,8.79,1066.459,299.94,1.13,18.75,20.05,13.74,15/02/2022 8:10,19.45529418,19.44172541,No,-12.25827459,No,-12.24470582,12.25827459,12.24470582,Bush,Bush-Large,No,-12.2,12.2,12.2
16/02/2022 8:00,16/02/2022,8:00,21.5,2/16/22 8:09:00 AM,2/16/22,8:09:00,Bush,Large,2,Winter,16/02/2022 8:09,16/02/2022 7:50,16/02/2022,7:50,37304,2.164,266.9,8.58,2.164,281,8.57,3.08,19.14,47.85,7.997,1065.935,283.61,0.62,18.59,19.97,13.73,16/02/2022 7:50,21.34860698,19.1955437,No,-12.5044563,No,-10.35139302,12.5044563,10.35139302,Bush,Bush-Large,No,-10.2,10.2,10.2
16/02/2022 8:00,16/02/2022,8:00,21.5,2/16/22 8:09:00 AM,2/16/22,8:09:00,Bush,Large,2,Winter,16/02/2022 8:09,16/02/2022 8:00,16/02/2022,8:00,37305,1.214,282.3,53.39,1.214,296.4,53.37,2.41,19.74,46.3,8.03,1066.059,328.84,0.78,19.41,21.1,13.73,16/02/2022 8:00,21.3893756,20.23963821,No,-11.46036179,No,-10.3106244,11.46036179,10.3106244,Bush,Bush-Large,No,-10.2,10.2,10.2
16/02/2022 8:00,16/02/2022,8:00,21.5,2/16/22 8:09:00 AM,2/16/22,8:09:00,Bush,Large,2,Winter,16/02/2022 8:09,16/02/2022 8:10,16/02/2022,8:10,37306,1.991,65.6,18.82,1.991,79.69,18.81,3.38,19.66,47.14,8.25,1066.131,344.89,0.95,19.5,21.71,13.73,16/02/2022 8:10,21.38392537,20.41406041,No,-11.28593959,No,-10.31607463,11.28593959,10.31607463,Bush,Bush-Large,No,-10.2,10.2,10.2
17/02/2022 12:00,17/02/2022,12:00,25.5,2/17/22 12:09:00 PM,2/17/22,12:09:00,Bush,Large,2,Winter,17/02/2022 12:09,17/02/2022 12:00,17/02/2022,12:00,37473,2.955,19.62,15.68,2.955,33.64,15.71,4.49,21.41,43.86,8.73,1057.367,415.64,4.43,23.76,23.08,13.62,17/02/2022 12:00,25.22214046,24.87190743,No,-6.82809257,No,-6.47785954,6.82809257,6.47785954,Bush,Bush-Large,Yes,-6.2,6.2,6.2
17/02/2022 2:00,17/02/2022,2:00,24.5,2/17/22 2:09:00 PM,2/17/22,2:09:00,Bush,Large,2,Winter,17/02/2022 2:09,17/02/2022 1:50,17/02/2022,1:50,37412,1.988,330.7,8.35,1.988,344.7,8.34,3.08,17.37,51.17,7.31,1060.896,0.28,8.7,14.94,16.34,12.67,17/02/2022 1:50,24.01973812,14.12458782,No,-17.57541218,No,-7.68026188,17.57541218,7.68026188,Bush,Bush-Large,No,-7.2,7.2,7.2
17/02/2022 2:00,17/02/2022,2:00,24.5,2/17/22 2:09:00 PM,2/17/22,2:09:00,Bush,Large,2,Winter,17/02/2022 2:09,17/02/2022 2:00,17/02/2022,2:00,37413,1.848,321.4,8.43,1.848,335.4,8.43,2.69,17.32,51,7.311,1060.696,0.39,8.7,14.9,16.35,12.67,17/02/2022 2:00,24.01641942,14.08182466,No,-17.61817534,No,-7.68358058,17.61817534,7.68358058,Bush,Bush-Large,No,-7.2,7.2,7.2
17/02/2022 2:00,17/02/2022,2:00,24.5,2/17/22 2:09:00 PM,2/17/22,2:09:00,Bush,Large,2,Winter,17/02/2022 2:09,17/02/2022 2:10,17/02/2022,2:10,37414,2.065,320.7,7.443,2.065,334.7,7.457,3.26,17.15,51.04,7.154,1060.431,0.27,8.7,14.87,16.25,12.66,17/02/2022 2:10,24.00514858,14.03934044,No,-17.66065956,No,-7.69485142,17.66065956,7.69485142,Bush,Bush-Large,No,-7.2,7.2,7.2
17/02/2022 8:00,17/02/2022,8:00,18.5,2/17/22 8:09:00 AM,2/17/22,8:09:00,Bush,Large,2,Winter,17/02/2022 8:09,17/02/2022 7:50,17/02/2022,7:50,37448,3.663,0.548,9.37,3.663,14.55,9.37,5.91,17.41,54.26,8.16,1060.383,174.26,0.26,16.23,17.22,13.4,17/02/2022 7:50,18.43702126,16.31732874,No,-15.38267126,No,-13.26297874,15.38267126,13.26297874,Bush,Bush-Large,No,-13.2,13.2,13.2
17/02/2022 8:00,17/02/2022,8:00,18.5,2/17/22 8:09:00 AM,2/17/22,8:09:00,Bush,Large,2,Winter,17/02/2022 8:09,17/02/2022 8:00,17/02/2022,8:00,37449,4.144,3.315,9.31,4.144,17.32,9.31,6.01,17.56,55.29,8.59,1060.284,236.88,0.43,16.87,17.58,13.71,17/02/2022 8:00,18.44703139,17.28007835,No,-14.41992165,No,-13.25296861,14.41992165,13.25296861,Bush,Bush-Large,No,-13.2,13.2,13.2
17/02/2022 8:00,17/02/2022,8:00,18.5,2/17/22 8:09:00 AM,2/17/22,8:09:00,Bush,Large,2,Winter,17/02/2022 8:09,17/02/2022 8:10,17/02/2022,8:10,37450,4.091,5.984,8.81,4.091,19.98,8.81,7.62,17.66,54.95,8.61,1060.32,261.81,0.6,17.23,17.83,13.76,17/02/2022 8:10,18.45371337,17.75744421,No,-13.94255579,No,-13.24628663,13.94255579,13.24628663,Bush,Bush-Large,No,-13.2,13.2,13.2
17/02/2022 9:00,17/02/2022,9:00,22,2/17/22 9:09:00 AM,2/17/22,9:09:00,Bush,Large,2,Winter,17/02/2022 9:09,17/02/2022 8:50,17/02/2022,8:50,37454,4.577,1.295,11.45,4.577,15.32,11.43,6.46,18.17,55,9.1,1060.161,391.54,1.26,19.01,18.9,13.74,17/02/2022 8:50,21.74858029,20.16914382,No,-11.53085618,No,-9.95141971,11.53085618,9.95141971,Bush,Bush-Large,No,-9.7,9.7,9.7
17/02/2022 9:00,17/02/2022,9:00,22,2/17/22 9:09:00 AM,2/17/22,9:09:00,Bush,Large,2,Winter,17/02/2022 9:09,17/02/2022 9:00,17/02/2022,9:00,37455,4.556,8.75,10.66,4.556,22.79,10.68,7.28,18.29,54.8,9.13,1060.052,356.43,1.43,18.94,19.02,13.72,17/02/2022 9:00,21.75663119,19.92065879,No,-11.77934121,No,-9.94336881,11.77934121,9.94336881,Bush,Bush-Large,No,-9.7,9.7,9.7
17/02/2022 9:00,17/02/2022,9:00,22,2/17/22 9:09:00 AM,2/17/22,9:09:00,Bush,Large,2,Winter,17/02/2022 9:09,17/02/2022 9:10,17/02/2022,9:10,37456,4.619,9.72,9.65,4.619,23.78,9.67,7.22,18.42,53.58,8.92,1059.769,379.61,1.6,19.23,19.18,13.72,17/02/2022 9:10,21.76536416,20.31608933,No,-11.38391067,No,-9.93463584,11.38391067,9.93463584,Bush,Bush-Large,No,-9.7,9.7,9.7
19/02/2022 1:00,19/02/2022,1:00,23,2/19/22 1:09:00 PM,2/19/22,1:09:00,Bush,Large,2,Winter,19/02/2022 1:09,19/02/2022 0:50,19/02/2022,0:50,37694,4.539,2.768,8.17,4.539,16.79,8.16,7.23,19.49,47.92,8.3,1052.864,0,9.08,18.17,19.06,12.73,19/02/2022 0:50,22.76788184,17.28540158,No,-14.41459842,No,-8.93211816,14.41459842,8.93211816,Bush,Bush-Large,No,-8.7,8.7,8.7
19/02/2022 1:00,19/02/2022,1:00,23,2/19/22 1:09:00 PM,2/19/22,1:09:00,Bush,Large,2,Winter,19/02/2022 1:09,19/02/2022 1:00,19/02/2022,1:00,37695,4.259,10.69,10.47,4.259,24.72,10.46,6.78,19.42,48.42,8.42,1052.743,0,9.08,17.93,18.99,12.73,19/02/2022 1:00,22.76312953,17.06107084,No,-14.63892916,No,-8.93687047,14.63892916,8.93687047,Bush,Bush-Large,No,-8.7,8.7,8.7
19/02/2022 1:00,19/02/2022,1:00,23,2/19/22 1:09:00 PM,2/19/22,1:09:00,Bush,Large,2,Winter,19/02/2022 1:09,19/02/2022 1:10,19/02/2022,1:10,37696,3.989,0.858,8.14,3.989,14.87,8.14,6.32,19.39,49.07,8.6,1052.811,0,9.08,18.01,18.9,12.73,19/02/2022 1:10,22.76109386,17.14053472,No,-14.55946528,No,-8.93890614,14.55946528,8.93890614,Bush,Bush-Large,No,-8.7,8.7,8.7
19/02/2022 10:00,19/02/2022,10:00,23,2/19/22 10:09:00 AM,2/19/22,10:09:00,Bush,Large,2,Winter,19/02/2022 10:09,19/02/2022 9:50,19/02/2022,9:50,37748,2.389,334.5,19.98,2.389,348.5,19.98,4.19,20.86,48.02,9.61,1055.411,379.17,1.4,21.82,21.91,13.66,19/02/2022 9:50,22.86157609,22.874145,No,-8.825855,No,-8.83842391,8.825855,8.83842391,Bush,Bush-Large,No,-8.7,8.7,8.7
19/02/2022 10:00,19/02/2022,10:00,23,2/19/22 10:09:00 AM,2/19/22,10:09:00,Bush,Large,2,Winter,19/02/2022 10:09,19/02/2022 10:00,19/02/2022,10:00,37749,2.623,339.9,19.7,2.623,353.9,19.7,4.72,20.95,48.01,9.66,1055.5,395.49,1.57,22.15,22.1,13.66,19/02/2022 10:00,22.86777694,23.27754399,No,-8.42245601,No,-8.83222306,8.42245601,8.83222306,Bush,Bush-Large,No,-8.7,8.7,8.7
19/02/2022 10:00,19/02/2022,10:00,23,2/19/22 10:09:00 AM,2/19/22,10:09:00,Bush,Large,2,Winter,19/02/2022 10:09,19/02/2022 10:10,19/02/2022,10:10,37750,2.833,349.5,11.14,2.833,3.48,11.14,4.32,21.05,47.51,9.56,1055.499,381.04,1.73,22.21,22.17,13.66,19/02/2022 10:10,22.87467342,23.25749616,No,-8.44250384,No,-8.82532658,8.44250384,8.82532658,Bush,Bush-Large,No,-8.7,8.7,8.7
19/02/2022 11:00,19/02/2022,11:00,22,2/19/22 11:09:00 AM,2/19/22,11:09:00,Bush,Large,2,Winter,19/02/2022 11:09,19/02/2022 10:50,19/02/2022,10:50,37754,2.659,12.56,14.24,2.659,26.59,14.24,3.86,21.14,46.39,9.35,1055.252,248.37,2.4,22.22,22.19,13.64,19/02/2022 10:50,21.95076526,22.53886762,No,-9.16113238,No,-9.74923474,9.16113238,9.74923474,Bush,Bush-Large,No,-9.7,9.7,9.7
19/02/2022 11:00,19/02/2022,11:00,22,2/19/22 11:09:00 AM,2/19/22,11:09:00,Bush,Large,2,Winter,19/02/2022 11:09,19/02/2022 11:00,19/02/2022,11:00,37755,2.776,12.18,10.51,2.776,26.23,10.52,4.18,20.99,47.36,9.47,1055.169,227.08,2.57,22,21.95,13.64,19/02/2022 11:00,21.94040683,22.21688224,No,-9.48311776,No,-9.75959317,9.48311776,9.75959317,Bush,Bush-Large,No,-9.7,9.7,9.7
19/02/2022 11:00,19/02/2022,11:00,22,2/19/22 11:09:00 AM,2/19/22,11:09:00,Bush,Large,2,Winter,19/02/2022 11:09,19/02/2022 11:10,19/02/2022,11:10,37756,2.536,14.44,15.23,2.536,28.47,15.2,4.05,20.94,47.65,9.52,1055.1,219.48,2.73,21.99,21.78,13.64,19/02/2022 11:10,21.93695752,22.16526336,No,-9.53473664,No,-9.76304248,9.53473664,9.76304248,Bush,Bush-Large,No,-9.7,9.7,9.7
19/02/2022 12:00,19/02/2022,12:00,24,2/19/22 12:09:00 PM,2/19/22,12:09:00,Bush,Large,2,Winter,19/02/2022 12:09,19/02/2022 11:50,19/02/2022,11:50,37760,2.934,16.84,13.22,2.934,30.89,13.26,4.38,21.09,46.88,9.45,1054.924,307.85,3.4,22.45,21.87,13.62,19/02/2022 11:50,23.80694387,23.07815575,No,-8.62184425,No,-7.89305613,8.62184425,7.89305613,Bush,Bush-Large,No,-7.7,7.7,7.7
19/02/2022 12:00,19/02/2022,12:00,24,2/19/22 12:09:00 PM,2/19/22,12:09:00,Bush,Large,2,Winter,19/02/2022 12:09,19/02/2022 12:00,19/02/2022,12:00,37761,2.931,15.36,11.1,2.931,29.37,11.11,4.46,21.43,45.65,9.36,1054.828,459.21,3.57,23.5,22.32,13.62,19/02/2022 12:00,23.830438,24.89177875,No,-6.80822125,No,-7.869562,6.80822125,7.869562,Bush,Bush-Large,No,-7.7,7.7,7.7
19/02/2022 9:00,19/02/2022,9:00,20.5,2/19/22 9:09:00 AM,2/19/22,9:09:00,Bush,Large,2,Winter,19/02/2022 9:09,19/02/2022 8:50,19/02/2022,8:50,37742,1.557,314.3,12.28,1.557,328.7,12.23,2.57,19.62,53,9.84,1055.5,179.56,0.4,19.51,19.81,13.42,19/02/2022 8:50,20.45009689,19.58306434,No,-12.11693566,No,-11.24990311,12.11693566,11.24990311,Bush,Bush-Large,No,-11.2,11.2,11.2
19/02/2022 9:00,19/02/2022,9:00,20.5,2/19/22 9:09:00 AM,2/19/22,9:09:00,Bush,Large,2,Winter,19/02/2022 9:09,19/02/2022 9:00,19/02/2022,9:00,37743,2.175,321,12.51,2.175,335.1,12.51,3.37,19.79,52.08,9.83,1055.5,249.09,0.57,20.04,20.16,13.64,19/02/2022 9:00,20.46168687,20.46115563,No,-11.23884437,No,-11.23831313,11.23884437,11.23831313,Bush,Bush-Large,No,-11.2,11.2,11.2
19/02/2022 9:00,19/02/2022,9:00,20.5,2/19/22 9:09:00 AM,2/19/22,9:09:00,Bush,Large,2,Winter,19/02/2022 9:09,19/02/2022 9:10,19/02/2022,9:10,37744,2.317,326.1,12.11,2.317,340.1,12.11,3.44,20.04,51.99,9.95,1055.5,323.07,0.73,20.66,20.63,13.71,19/02/2022 9:10,20.47876744,21.46256754,No,-10.23743246,No,-11.22123256,10.23743246,11.22123256,Bush,Bush-Large,No,-11.2,11.2,11.2
20/02/2022 10:00,20/02/2022,10:00,20,2/20/22 10:09:00 AM,2/20/22,10:09:00,Bush,Large,2,Winter,20/02/2022 10:09,20/02/2022 9:50,20/02/2022,9:50,37892,4.702,154,10.04,4.702,168.4,10,7.1,18.34,65.03,11.75,1067.507,394.02,2.58,18.04,18.79,13.71,20/02/2022 9:50,19.89766476,19.38604634,No,-12.31395366,No,-11.80233524,12.31395366,11.80233524,Bush,Bush-Large,No,-11.7,11.7,11.7
20/02/2022 10:00,20/02/2022,10:00,20,2/20/22 10:09:00 AM,2/20/22,10:09:00,Bush,Large,2,Winter,20/02/2022 10:09,20/02/2022 10:00,20/02/2022,10:00,37893,5.053,160.6,8.78,5.053,174.7,8.77,7.56,18.24,64.47,11.52,1067.394,306.14,2.74,17.22,18.63,13.71,20/02/2022 10:00,19.89094267,18.12796425,No,-13.57203575,No,-11.80905733,13.57203575,11.80905733,Bush,Bush-Large,No,-11.7,11.7,11.7
20/02/2022 10:00,20/02/2022,10:00,20,2/20/22 10:09:00 AM,2/20/22,10:09:00,Bush,Large,2,Winter,20/02/2022 10:09,20/02/2022 10:10,20/02/2022,10:10,37894,5.382,162.5,8.6,5.382,176.6,8.55,7.54,18.32,63.95,11.47,1067.335,518.01,2.91,17.58,18.58,13.71,20/02/2022 10:10,19.89631979,19.62282938,No,-12.07717062,No,-11.80368021,12.07717062,11.80368021,Bush,Bush-Large,No,-11.7,11.7,11.7
20/02/2022 11:00,20/02/2022,11:00,19.5,2/20/22 11:09:00 AM,2/20/22,11:09:00,Bush,Large,2,Winter,20/02/2022 11:09,20/02/2022 10:50,20/02/2022,10:50,37898,5.805,160,7.379,5.805,174.1,7.387,8.26,18.88,61.29,11.36,1067.341,671.5,3.58,18.74,19.56,13.69,20/02/2022 10:50,19.46813516,21.56537276,No,-10.13462724,No,-12.23186484,10.13462724,12.23186484,Bush,Bush-Large,No,-12.2,12.2,12.2
20/02/2022 11:00,20/02/2022,11:00,19.5,2/20/22 11:09:00 AM,2/20/22,11:09:00,Bush,Large,2,Winter,20/02/2022 11:09,20/02/2022 11:00,20/02/2022,11:00,37899,5.89,157.2,7.926,5.89,171.3,7.919,8.02,18.96,61.11,11.41,1067.251,560.69,3.74,18.54,19.63,13.69,20/02/2022 11:00,19.47354935,20.78054428,No,-10.91945572,No,-12.22645065,10.91945572,12.22645065,Bush,Bush-Large,No,-12.2,12.2,12.2
20/02/2022 11:00,20/02/2022,11:00,19.5,2/20/22 11:09:00 AM,2/20/22,11:09:00,Bush,Large,2,Winter,20/02/2022 11:09,20/02/2022 11:10,20/02/2022,11:10,37900,5.451,154.4,8.47,5.451,168.4,8.46,8.21,19.18,61.04,11.59,1067.189,688.94,3.91,19.13,19.82,13.69,20/02/2022 11:10,19.48846118,22.04734755,No,-9.65265245,No,-12.21153882,9.65265245,12.21153882,Bush,Bush-Large,No,-12.2,12.2,12.2
20/02/2022 12:00,20/02/2022,12:00,18.5,2/20/22 12:09:00 PM,2/20/22,12:09:00,Bush,Large,2,Winter,20/02/2022 12:09,20/02/2022 11:50,20/02/2022,11:50,37904,5.358,159.4,8.72,5.358,173.5,8.72,7.39,19.32,59.35,11.29,1067.163,403.05,4.58,18.93,19.93,13.64,20/02/2022 11:50,18.56563935,20.29928902,No,-11.40071098,No,-13.13436065,11.40071098,13.13436065,Bush,Bush-Large,No,-13.2,13.2,13.2
20/02/2022 12:00,20/02/2022,12:00,18.5,2/20/22 12:09:00 PM,2/20/22,12:09:00,Bush,Large,2,Winter,20/02/2022 12:09,20/02/2022 12:00,20/02/2022,12:00,37905,5.39,159.2,10.41,5.39,173.3,10.43,8.1,19.48,58.95,11.34,1066.997,511.07,4.74,19.28,19.99,13.64,20/02/2022 12:00,18.57652801,21.22444264,No,-10.47555736,No,-13.12347199,10.47555736,13.12347199,Bush,Bush-Large,No,-13.2,13.2,13.2
20/02/2022 12:00,20/02/2022,12:00,18.5,2/20/22 12:09:00 PM,2/20/22,12:09:00,Bush,Large,2,Winter,20/02/2022 12:09,20/02/2022 12:10,20/02/2022,12:10,37906,5.116,158.3,7.468,5.116,172.4,7.475,7.26,19.68,58.54,11.41,1066.889,633.58,4.91,19.67,20.28,13.64,20/02/2022 12:10,18.59016382,22.26855237,No,-9.43144763,No,-13.10983618,9.43144763,13.10983618,Bush,Bush-Large,No,-13.2,13.2,13.2
20/02/2022 3:00,20/02/2022,3:00,20.5,2/20/22 3:09:00 PM,2/20/22,3:09:00,Bush,Large,2,Winter,20/02/2022 3:09,20/02/2022 2:50,20/02/2022,2:50,37850,1.521,190.9,15.99,1.521,204.9,15.99,2.71,16.38,68.17,10.58,1063.938,0.68,0,14.58,15.19,12.54,20/02/2022 2:50,20.23301192,13.86019734,No,-17.83980266,No,-11.46698808,17.83980266,11.46698808,Bush,Bush-Large,No,-11.2,11.2,11.2
20/02/2022 3:00,20/02/2022,3:00,20.5,2/20/22 3:09:00 PM,2/20/22,3:09:00,Bush,Large,2,Winter,20/02/2022 3:09,20/02/2022 3:00,20/02/2022,3:00,37851,1.99,192.7,8.41,1.99,206.7,8.41,3.58,16.52,66.28,10.3,1063.927,0.8,0,14.43,15.32,12.54,20/02/2022 3:00,20.2422437,13.71725303,No,-17.98274697,No,-11.4577563,17.98274697,11.4577563,Bush,Bush-Large,No,-11.2,11.2,11.2
20/02/2022 3:00,20/02/2022,3:00,20.5,2/20/22 3:09:00 PM,2/20/22,3:09:00,Bush,Large,2,Winter,20/02/2022 3:09,20/02/2022 3:10,20/02/2022,3:10,37852,1.92,176.7,15.25,1.92,190.7,15.25,3.05,16.49,66.04,10.24,1063.993,0.61,0,14.37,15.38,12.54,20/02/2022 3:10,20.24026434,13.65554092,No,-18.04445908,No,-11.45973566,18.04445908,11.45973566,Bush,Bush-Large,No,-11.2,11.2,11.2
20/02/2022 9:00,20/02/2022,9:00,20.5,2/20/22 9:09:00 AM,2/20/22,9:09:00,Bush,Large,2,Winter,20/02/2022 9:09,20/02/2022 8:50,20/02/2022,8:50,37886,3.544,154.4,8.82,3.544,168.4,8.8,4.96,17.09,68.6,11.36,1067.162,318.6,1.58,15.63,17.26,13.76,20/02/2022 8:50,20.27996788,16.64627468,No,-15.05372532,No,-11.42003212,15.05372532,11.42003212,Bush,Bush-Large,No,-11.2,11.2,11.2
20/02/2022 9:00,20/02/2022,9:00,20.5,2/20/22 9:09:00 AM,2/20/22,9:09:00,Bush,Large,2,Winter,20/02/2022 9:09,20/02/2022 9:00,20/02/2022,9:00,37887,3.774,157.5,7.495,3.774,171.5,7.487,5.27,17.48,67.26,11.44,1067.389,466.32,1.74,16.48,17.58,13.74,20/02/2022 9:00,20.30590679,18.26984407,No,-13.43015593,No,-11.39409321,13.43015593,11.39409321,Bush,Bush-Large,No,-11.2,11.2,11.2
20/02/2022 9:00,20/02/2022,9:00,20.5,2/20/22 9:09:00 AM,2/20/22,9:09:00,Bush,Large,2,Winter,20/02/2022 9:09,20/02/2022 9:10,20/02/2022,9:10,37888,3.812,153.9,8.59,3.812,167.9,8.59,5.36,17.85,66.2,11.55,1067.402,502.25,1.91,16.98,18.14,13.74,20/02/2022 9:10,20.33061165,18.95574065,No,-12.74425935,No,-11.36938835,12.74425935,11.36938835,Bush,Bush-Large,No,-11.2,11.2,11.2
21/02/2022 11:00,21/02/2022,11:00,25,2/21/22 11:09:00 AM,2/21/22,11:09:00,Bush,Large,2,Winter,21/02/2022 11:09,21/02/2022 10:50,21/02/2022,10:50,38042,2.618,153.7,18.44,2.618,167.8,18.42,4.2,20.17,54.53,10.83,1067.887,717.99,3.41,21.77,21.91,13.65,21/02/2022 10:50,24.67271251,24.68261027,No,-7.01738973,No,-7.02728749,7.01738973,7.02728749,Bush,Bush-Large,No,-6.7,6.7,6.7
21/02/2022 9:00,21/02/2022,9:00,23.5,2/21/22 9:09:00 AM,2/21/22,9:09:00,Bush,Large,2,Winter,21/02/2022 9:09,21/02/2022 8:50,21/02/2022,8:50,38030,1.965,188,10.9,1.965,202,10.9,2.85,18.03,64.03,11.22,1068.733,470.75,1.41,17.74,19.52,13.74,21/02/2022 8:50,23.13436318,19.48944789,No,-12.21055211,No,-8.56563682,12.21055211,8.56563682,Bush,Bush-Large,No,-8.2,8.2,8.2
21/02/2022 9:00,21/02/2022,9:00,23.5,2/21/22 9:09:00 AM,2/21/22,9:09:00,Bush,Large,2,Winter,21/02/2022 9:09,21/02/2022 9:00,21/02/2022,9:00,38031,1.863,164.7,10.51,1.863,178.8,10.49,3.06,18.44,63.68,11.53,1068.731,402.22,1.57,17.76,19.75,13.75,21/02/2022 9:00,23.16184435,19.16680795,No,-12.53319205,No,-8.53815565,12.53319205,8.53815565,Bush,Bush-Large,No,-8.2,8.2,8.2
21/02/2022 9:00,21/02/2022,9:00,23.5,2/21/22 9:09:00 AM,2/21/22,9:09:00,Bush,Large,2,Winter,21/02/2022 9:09,21/02/2022 9:10,21/02/2022,9:10,38032,1.959,156.3,12.01,1.959,170.4,12.02,3.02,18.66,62.56,11.47,1068.728,526.6,1.74,18.58,19.86,13.75,21/02/2022 9:10,23.17663793,20.61877298,No,-11.08122702,No,-8.52336207,11.08122702,8.52336207,Bush,Bush-Large,No,-8.2,8.2,8.2
22/02/2022 9:00,22/02/2022,9:00,25,2/22/22 9:09:00 AM,2/22/22,9:09:00,Bush,Large,2,Winter,22/02/2022 9:09,22/02/2022 8:50,22/02/2022,8:50,38174,0.651,345.1,49.18,0.651,359.1,49.18,1.8,20.8,53.43,11.08,1062.242,519.56,1.72,20.56,22.69,13.72,22/02/2022 8:50,24.71587595,22.52241851,No,-9.17758149,No,-6.98412405,9.17758149,6.98412405,Bush,Bush-Large,No,-6.7,6.7,6.7
