Active_location,avg_ToSun,avg_ToShade,avg_Tsurface_open,avg_radiation,mean_de,n_hours,Round_percentage,Round_Percentage,season,habitat_loss,climate_change
burrow,47.47088087,41.82943653,45.68124611,471.3871366,NA,250,0.352609309,35.26093089,Summer,none,0
Veg-Large,42.99175529,33.96141723,40.2625,596.8173944,0.384869488,25,0.035260931,3.526093089,Summer,none,0
Veg-Medium,42.44017249,34.77484993,40.14636243,516.0097024,0.378199862,21,0.029619182,2.961918195,Summer,none,0
Veg-Small,46.79973101,35.28185562,43.41007937,737.8372321,0.238562469,14,0.019746121,1.97461213,Summer,none,0
open,35.11336566,32.79480858,34.13382444,270.0638113,0.821035648,50,0.070521862,7.052186178,Summer,none,0
Rock-Large,48.59757204,38.35513844,45.85710571,642.7236694,1.114117734,211,0.297602257,29.76022567,Summer,none,0
Rock-Medium,47.31267523,37.11877967,44.10511478,709.6081602,0.962659478,121,0.170662906,17.06629055,Summer,none,0
Rock-Small,43.10203114,35.4906442,40.6368219,551.0418137,0.779735501,17,0.023977433,2.3977433,Summer,none,0
