"Active_location","avg_ToSun","avg_ToShade","avg_Tsurface_open","avg_radiation","mean_DF","sd_DF","DF.CI.25","DF.CI97.5","mean_DE","sd_DE","DE.CI.25","DE.CI97.5","n_hours","Round_percentage","season","habitat_loss","climate_change"
"open",31.6010890902972,24.7062053129914,25.0794577777778,560.378662222222,-0.0989109097028362,1.77155957501856,-2.78435348761891,3.17915586569612,1.52247702197327,0.900919684020335,0.138622151609517,3.17915586569612,125,0.224014336917563,"Winter","Bush",4
"Rock-Small",31.7576869744004,26.6704827263405,25.7271666666667,415.67925,-2.37120538998726,0.368872338147953,-2.92564948966644,-1.74924360043967,2.37120538998726,0.368872338147953,1.74924360043967,2.92564948966644,20,0.03584229390681,"Winter","Bush",4
"burrow",22.1046099709634,22.0434882906804,17.169645231846,198.063090551181,NA,NA,NA,NA,NA,NA,NA,NA,381,0.682795698924731,"Winter","none",4.5
"Bush-Large",33.331052548289,27.0402856882649,25.6872727272727,663.338863636364,-1.01587787081201,0.91225590620069,-2.47391865707524,0.560059629953351,1.1033949184648,0.800588736591307,0.0619408906718498,2.47391865707524,33,0.0591397849462366,"Winter","none",4.5
"Bush-Small",34.491190054209,27.6078285544327,27.1811928104575,616.075040849673,-0.796917749803839,0.984289992304473,-2.79183507073018,0.720837120301648,0.964805231935507,0.814918884685672,0.0477591776904658,2.79183507073018,34,0.0609318996415771,"Winter","none",4.5
"open",31.0821422251227,25.901246433644,24.2097817460317,527.848565759637,-0.617857774877292,1.47080858838416,-2.85309885235612,1.83406545417506,1.36217612954201,0.821163055116303,0.0705934555745628,2.87557295458926,98,0.175627240143369,"Winter","none",4.5
"Rock-Small",28.1994023822402,27.4689031624794,23.235625,186.835277777778,-1.79863995265562,0.758650825424087,-2.87684829822385,-0.349131123587031,1.80257768504308,0.74838579308267,0.383389395357991,2.87684829822385,12,0.021505376344086,"Winter","none",4.5
"burrow",22.1668689524261,22.2238278455817,17.2009594127807,195.844507772021,NA,NA,NA,NA,NA,NA,NA,NA,386,0.691756272401434,"Winter","Rock",4.5
"Bush-Large",33.331052548289,28.4750670772814,25.4572727272727,657.515505050505,-1.01587787081201,0.91225590620069,-2.47391865707524,0.560059629953351,1.1033949184648,0.800588736591307,0.0619408906718498,2.47391865707524,33,0.0591397849462366,"Winter","Rock",4.5
"Bush-Small",33.8288067907189,28.9802019389988,26.7976315789474,581.242543859649,-0.972731826182569,1.0684742322082,-2.78228039701502,0.718071820065309,1.12294694177406,0.904613938305444,0.0534346063362554,2.78228039701502,38,0.0681003584229391,"Winter","Rock",4.5
"open",31.0603322152998,27.0578949797473,24.2253300330033,526.441650165017,-0.63966778470019,1.46498698086078,-2.85140291833016,1.83170414388116,1.36306156782774,0.826400188502376,0.0533069122646648,2.87389506640413,101,0.181003584229391,"Winter","Rock",4.5
"burrow",22.52780871728,22.0468034680973,17.5402929292929,216.923383838384,NA,NA,NA,NA,NA,NA,NA,NA,396,0.709677419354839,"Winter","Bush",4.5
"open",31.5893234068582,24.9774344165016,24.6271068376068,550.054158119658,-0.110676593141809,1.81251519946191,-2.85762134309202,3.30424053495875,1.56274688491426,0.914574313580974,0.103633954800142,3.30424053495875,130,0.232974910394265,"Winter","Bush",4.5
"Rock-Small",32.8531270808794,27.067281781126,26.1723263888889,455.606024305556,-2.05131980761638,0.622566677617818,-2.96344437753176,-0.904449243932025,2.05279645726168,0.61752200880264,0.915081121378183,2.96344437753176,32,0.0573476702508961,"Winter","Bush",4.5
"burrow",22.3033512855399,22.3639492915654,16.9144570987654,189.212112654321,NA,NA,NA,NA,NA,NA,NA,NA,360,0.645161290322581,"Winter","none",5
"Bush-Large",33.3059769151881,27.3599655267379,25.275235042735,637.945427350427,-0.783511355974491,0.960482207656283,-2.65225630540376,1.05559928008509,0.995556038870866,0.731680855515565,0.0785729009234027,2.65225630540376,39,0.0698924731182796,"Winter","none",5
"Bush-Small",34.753442860715,28.1039025922366,27.0011369509044,604.710012919897,-0.42798543379022,0.914021697590068,-2.2724402207827,1.18655884931646,0.755167738323979,0.662655305620103,0.0113976121815671,2.2724402207827,43,0.0770609318996416,"Winter","none",5
"open",30.9535871487101,25.9716469498574,23.6117523640662,520.523268321513,-0.74641285128989,1.45843786173037,-2.78749631559108,2.14889705769238,1.36432478665192,0.899314641438143,0.0467563574612957,2.88389939052177,94,0.168458781362007,"Winter","none",5
"Rock-Small",28.6849215488572,27.6690110586405,23.1531439393939,197.363825757576,-1.77293656299772,0.939454862661671,-2.98910677766798,-0.187774142427807,1.82052823583059,0.838697010834057,0.685107123531327,2.98910677766798,22,0.039426523297491,"Winter","none",5
"burrow",22.4170444487492,22.5744379227312,17.0069873873874,185.31259009009,NA,NA,NA,NA,NA,NA,NA,NA,370,0.663082437275986,"Winter","Rock",5
"Bush-Large",33.3239412676681,28.7334627192619,25.1359583333333,630.299041666667,-0.807067244836115,0.95972222678229,-2.64366059441238,1.0552280411445,1.01381081066008,0.731409080275395,0.0795682124652001,2.64366059441238,40,0.0716845878136201,"Winter","Rock",5
"Bush-Small",34.106462389967,29.4836373637004,26.6439795918367,570.103163265306,-0.571991499902464,1.05072391822905,-2.35340776220944,1.2113000582689,0.908681090434355,0.771432254975426,0.0119471391643195,2.35340776220944,49,0.0878136200716846,"Winter","Rock",5
"open",30.95719512827,27.1167602951381,23.6479797979798,513.526666666667,-0.742804871729971,1.46848611474035,-2.7873327410301,2.10988332766803,1.37776134244815,0.892325483375424,0.0486023047148933,2.88042881236046,99,0.17741935483871,"Winter","Rock",5
"burrow",22.9383182344606,22.4604200734255,17.4578153980752,216.785871974337,NA,NA,NA,NA,NA,NA,NA,NA,381,0.682795698924731,"Winter","Bush",5
"open",31.575091168613,25.2325590976348,24.1550084175084,540.705454545455,-0.124908831387028,1.80956143733578,-2.78372937862917,3.2664321980552,1.55494378032976,0.924081642010836,0.0663696047732092,3.2664321980552,132,0.236559139784946,"Winter","Bush",5
"Rock-Small",32.3518175547703,27.4400569757388,25.4467901234568,400.434580246914,-1.75056123539411,0.752910287057372,-2.98786583978834,-0.689291631438062,1.77382827544574,0.694987844562093,0.689291631438062,2.98786583978834,45,0.0806451612903226,"Winter","Bush",5
"burrow",22.611231968566,22.7446296029926,16.7450675632405,183.824173070765,NA,NA,NA,NA,NA,NA,NA,NA,347,0.621863799283154,"Winter","none",5.5
"Bush-Large",34.1301002107864,27.951349732747,25.5685090702948,642.37310090703,-0.434119953539747,0.9465964658469,-2.41155132813472,1.5042047209814,0.813687483149601,0.642300902954053,0.0388727928241096,2.41155132813472,49,0.0878136200716846,"Winter","none",5.5
"Bush-Small",34.6388776769553,28.3169761416213,26.5815379403794,571.867716802168,-0.42041142579392,0.928272725068414,-1.8745554185033,0.793908671368246,0.801116783492806,0.62050129726195,0.0145004205626016,1.8745554185033,41,0.0734767025089606,"Winter","none",5.5
"open",31.0058780222343,26.2348907448189,23.2136860174782,511.670115480649,-0.694121977765696,1.38121886248308,-2.69561388117065,2.26365606209675,1.26839482422369,0.876320939652417,0.0549001246848519,2.80279067413931,89,0.159498207885305,"Winter","none",5.5
"Rock-Medium",28.7073485723775,25.4693460521993,20.765,505.616666666667,-2.8434655056008,NA,-2.8434655056008,-2.8434655056008,2.8434655056008,NA,2.8434655056008,2.8434655056008,1,0.0017921146953405,"Winter","none",5.5
"Rock-Small",29.7024772950393,28.1379311368376,23.381935483871,242.446801075269,-1.39953187466429,0.907347137249927,-2.7549222227909,-0.138223777916835,1.39953187466429,0.907347137249927,0.138223777916835,2.7549222227909,31,0.0555555555555556,"Winter","none",5.5
"burrow",22.699155387562,22.9101763066454,16.8077521126761,180.119169014085,NA,NA,NA,NA,NA,NA,NA,NA,355,0.636200716845878,"Winter","Rock",5.5
"Bush-Large",34.2517549982589,29.4220832096261,25.5724842767296,634.327295597484,-0.493339256332035,0.933636887044334,-2.37724169598858,1.48000406466267,0.844260179933598,0.627104014625324,0.0390706964606146,2.37724169598858,53,0.0949820788530466,"Winter","Rock",5.5
"Bush-Small",33.248766316831,29.4796835399588,25.7910119047619,492.998214285714,-0.781988662313147,1.14917992256561,-2.88058573893552,0.771184799640498,1.08464601615134,0.863360846301992,0.0220768758491952,2.88058573893552,56,0.100358422939068,"Winter","Rock",5.5
"open",30.9808466557319,27.305967276953,23.1738120567376,504.066631205674,-0.719153344268099,1.3915371120388,-2.77980815618107,2.23016807494695,1.29263658098299,0.877634354963031,0.055301096642846,2.82602709480045,94,0.168458781362007,"Winter","Rock",5.5
"burrow",23.1552124290044,22.8135146491946,17.2164862637363,207.398003663004,NA,NA,NA,NA,NA,NA,NA,NA,364,0.652329749103943,"Winter","Bush",5.5
"open",31.6032522816496,25.4458359154198,23.7233875338753,540.0138166215,-0.0967477183504092,1.76648231697194,-2.64101632304643,3.21072741911206,1.50459083317006,0.92062335359332,0.0585834850160435,3.21072741911206,123,0.220430107526882,"Winter","Bush",5.5
"Rock-Medium",28.7761543193945,25.9822353805434,21.69,496.315833333333,-2.84528689774365,0.00257583747081738,-2.84701722027936,-2.84355657520794,2.84528689774365,0.00257583747081738,2.84355657520794,2.84701722027936,2,0.003584229390681,"Winter","Bush",5.5
