"round_dt","microhabitat","avg_Tsurface_open","avg_ToSun","avg_ToShade","avg_radiation","de","season","climate_change"
"2020-07-05 09:00:00","Rock-Small",41.3998611111111,47.0442857622001,38.3704715011907,744.529583333333,0.933819674807602,"Summer",2
"2020-07-05 10:00:00","Rock-Medium",45.01,51.3569353481789,40.5031988793198,888.972361111111,2.13429959967061,"Summer",2
"2020-07-05 11:00:00","burrow",48.3897222222222,55.0185318575593,42.5467958898216,975.0525,NA,"Summer",2
"2020-07-05 12:00:00","burrow",50.2570833333333,56.9468375198665,43.8894769488961,1004.87125,NA,"Summer",2
"2020-07-05 13:00:00","burrow",50.1965277777778,56.6988324293539,44.924253532456,966.615277777778,NA,"Summer",2
"2020-07-05 14:00:00","burrow",48.5786111111111,54.6412829493932,45.4307337993954,866.774166666667,NA,"Summer",2
"2020-07-05 15:00:00","burrow",45.3529166666667,50.7456583836779,45.4418811762353,713.919444444444,NA,"Summer",2
"2020-07-05 16:00:00","burrow",42.9729166666667,47.335126898985,45.139825767121,530.394166666667,NA,"Summer",2
"2020-07-05 17:00:00","burrow",41.2140277777778,44.2784806772173,44.8562128503513,326.650555555556,NA,"Summer",2
"2020-07-05 18:00:00","burrow",38.6454166666667,40.5538061207417,43.2634133143786,122.552916666667,NA,"Summer",2
"2020-07-06 06:00:00","Rock-Medium",31.5591666666667,33.7896166522332,33.3180019813548,118.148472222222,1.24190926182688,"Summer",2
"2020-07-06 07:00:00","Rock-Large",34.4077777777778,37.8281581108661,34.0648115575659,317.746527777778,0.321084169736224,"Summer",2
"2020-07-06 08:00:00","Bush-Medium",36.88625,41.5206593188985,35.7285672414606,521.070416666667,0.0869115148051947,"Summer",2
"2020-07-06 09:00:00","Rock-Small",40.3684722222222,46.0092293332725,37.6272032414995,707.872361111111,0.881186882599799,"Summer",2
"2020-07-06 10:00:00","Rock-Medium",42.9348611111111,49.4481278482418,39.4949893211041,865.316111111111,1.97512184405305,"Summer",2
"2020-07-06 11:00:00","burrow",44.7909722222222,51.8091542078863,40.9844637883774,957.454861111111,NA,"Summer",2
"2020-07-06 12:00:00","burrow",46.3376388888889,53.4417343110575,41.7396613951129,982.321944444444,NA,"Summer",2
"2020-07-06 13:00:00","burrow",46.6145833333333,53.5441668505041,42.8075081891697,948.737083333333,NA,"Summer",2
"2020-07-06 14:00:00","burrow",46.50375,52.8579020034946,43.8665505339855,850.657083333333,NA,"Summer",2
"2020-07-06 15:00:00","burrow",44.8970833333333,50.343280325016,44.6033028161664,692.625694444444,NA,"Summer",2
"2020-07-06 16:00:00","burrow",43.4043055555556,47.7778479286894,44.6773975794284,522.316944444444,NA,"Summer",2
