"round_dt","microhabitat","avg_Tsurface_open","avg_ToSun","avg_ToShade","avg_radiation","de","df","season","climate_change"
"2020-07-05 09:00:00","Rock-Large",41.2808333333333,45.0053014458006,34.8366046480079,739.300833333333,0.429173499971554,0.429173499971554,"Summer",0
"2020-07-05 10:00:00","Rock-Medium",44.7825,49.3236377851644,36.0182791674428,882.115833333333,0.133240946877081,0.133240946877081,"Summer",0
"2020-07-05 11:00:00","Rock-Medium",48.1983333333333,52.9912425672408,37.2534973880201,969.559166666667,1.03282998230398,1.03282998230398,"Summer",0
"2020-07-05 12:00:00","Rock-Medium",50.1983333333333,54.9222108107334,38.4996836737481,1004.39833333333,2.08628633078128,2.08628633078128,"Summer",0
"2020-07-05 13:00:00","burrow",50.2258333333333,54.6714562080633,39.5368922234955,970.575833333333,NA,NA,"Summer",0
"2020-07-05 14:00:00","burrow",48.5408333333333,52.6077849833204,40.5484632478683,873.803333333333,NA,NA,"Summer",0
"2020-07-05 15:00:00","burrow",45.6383333333333,48.703704522535,41.4696797288799,723.263333333333,NA,NA,"Summer",0
"2020-07-05 16:00:00","burrow",42.9158333333333,45.2896460777614,42.006479890054,541.765833333333,NA,NA,"Summer",0
"2020-07-05 17:00:00","burrow",41.3916666666667,42.2322392547709,42.2252008527539,340.395833333333,NA,NA,"Summer",0
"2020-07-05 18:00:00","burrow",38.7916666666667,38.5009439094788,41.0538494975966,135.148333333333,NA,NA,"Summer",0
"2020-07-05 19:00:00","open",36.5516666666667,35.7011369527003,39.6980133933982,13.72,0.401136952700277,0.401136952700277,"Summer",0
"2020-07-06 05:00:00","burrow",30.4258333333333,29.8762343962275,32.03487704951,10.7841666666667,NA,NA,"Summer",0
"2020-07-06 06:00:00","burrow",31.4091666666667,31.7294646845414,31.7189511718109,106.8975,NA,NA,"Summer",0
"2020-07-06 07:00:00","open",34.3208333333333,35.7716723011095,32.4265016929573,302.866666666667,0.471672301109479,0.471672301109479,"Summer",0
"2020-07-06 08:00:00","Rock-Large",36.6675,39.4685106641174,33.3969403217456,509.2425,1.31471960353295,-1.31471960353295,"Summer",0
"2020-07-06 09:00:00","Rock-Large",40.1616666666667,43.9624795320285,34.6285951076489,701.476666666667,0.199616991751299,-0.199616991751299,"Summer",0
"2020-07-06 10:00:00","Rock-Medium",42.8741666666667,47.4053497518586,35.6521882300951,856.235833333333,0.0253335213284487,-0.0253335213284487,"Summer",0
"2020-07-06 11:00:00","Rock-Medium",44.7275,49.7687308080163,36.7710797281778,952.335833333333,0.966486176442153,0.966486176442153,"Summer",0
"2020-07-06 12:00:00","Rock-Medium",46.2125,51.4020094373668,37.3209868947724,982.560833333333,1.52389650094678,1.52389650094678,"Summer",0
"2020-07-06 13:00:00","burrow",46.6291666666667,51.5027831968822,38.4038884164437,951.798333333333,NA,NA,"Summer",0
"2020-07-06 14:00:00","burrow",46.5325,50.8147682087954,39.6439483631517,858.285833333333,NA,NA,"Summer",0
"2020-07-06 15:00:00","burrow",44.9333333333333,48.2963143500541,40.6587240572829,703.065,NA,NA,"Summer",0
"2020-07-06 16:00:00","burrow",43.6075,45.7304628301141,41.3407203186062,534.321666666667,NA,NA,"Summer",0
"2020-07-06 17:00:00","burrow",41.2666666666667,42.2188556788019,41.3709831687463,332.9925,NA,NA,"Summer",0
"2020-07-06 18:00:00","burrow",39.1066666666667,38.8483068643738,40.6250868137141,136.858333333333,NA,NA,"Summer",0
"2020-07-06 19:00:00","open",36.7925,35.7860990588102,39.2134517704609,13.5175,0.48609905881019,0.48609905881019,"Summer",0
"2020-07-07 05:00:00","burrow",29.4191666666667,28.8275403103334,31.276614435639,11.3125,NA,NA,"Summer",0
"2020-07-07 06:00:00","burrow",30.655,30.855487640662,31.1296191960165,119.4475,NA,NA,"Summer",0
"2020-07-07 07:00:00","open",33.7458333333333,35.2874538704699,31.640314392504,312.389166666667,0.0125461295301008,-0.0125461295301008,"Summer",0
"2020-07-07 08:00:00","Rock-Large",36.1075,39.1572401746465,32.6835707640098,533.259166666667,1.82566709594995,-1.82566709594995,"Summer",0
"2020-07-07 09:00:00","Rock-Large",40.38,44.4551070439823,34.2773814796761,723.825833333333,0.138068758437122,-0.138068758437122,"Summer",0
"2020-07-07 10:00:00","Rock-Small",45.0033333333333,49.6274734280004,35.4910105213147,880.876666666667,0.449639736345972,0.449639736345972,"Summer",0
"2020-07-07 11:00:00","Rock-Medium",48.6291666666667,53.3578784294271,36.57807105404,970.759166666667,0.283089646077457,0.283089646077457,"Summer",0
"2020-07-07 12:00:00","Rock-Medium",50.3383333333333,55.2146119740871,37.7194616137614,1008.04916666667,1.54637173292723,1.54637173292723,"Summer",0
"2020-07-07 13:00:00","Rock-Large",50.8783333333333,55.1324026081987,38.7828084938582,975.686666666667,2.46426901324115,2.46426901324115,"Summer",0
"2020-07-07 14:00:00","burrow",48.6608333333333,52.5998607770701,39.8757008467867,883.4825,NA,NA,"Summer",0
"2020-07-07 15:00:00","burrow",45.4941666666667,48.7019145093202,40.7133464140872,731.636666666667,NA,NA,"Summer",0
"2020-07-07 16:00:00","burrow",42.945,45.1014314802374,41.1267220180788,545.699166666667,NA,NA,"Summer",0
"2020-07-07 17:00:00","burrow",40.5866666666667,41.6054277452001,41.1483326151385,345.2,NA,NA,"Summer",0
"2020-07-07 18:00:00","burrow",38.9308333333333,38.6839878851909,40.8906572787566,141.429166666667,NA,NA,"Summer",0
"2020-07-07 19:00:00","open",36.5875,35.598079068029,39.3177070587809,13.2575,0.298079068028976,0.298079068028976,"Summer",0
"2020-07-08 05:00:00","burrow",28.5591666666667,27.7499471502004,31.9588289290366,12.9933333333333,NA,NA,"Summer",0
"2020-07-08 06:00:00","burrow",30.6066666666667,30.9234784863535,31.6545204915255,126.925833333333,NA,NA,"Summer",0
"2020-07-08 07:00:00","open",33.7725,35.3295164926677,31.9990120023212,332.350833333333,0.0295164926676534,0.0295164926676534,"Summer",0
"2020-07-08 08:00:00","Rock-Large",36.1,39.2044334950018,32.9692658058741,552.290833333333,1.82403399733787,-1.82403399733787,"Summer",0
"2020-07-08 09:00:00","Rock-Large",40.7641666666667,44.6936033101158,34.4173354930048,734.920833333333,0.222756249775628,0.222756249775628,"Summer",0
"2020-07-08 10:00:00","Rock-Small",45.2458333333333,49.842816940488,35.442705286642,892.933333333333,0.44160443187387,0.44160443187387,"Summer",0
"2020-07-08 11:00:00","Rock-Medium",48.6558333333333,53.3889867882678,36.6226707998769,988.900833333333,0.377829180710378,0.377829180710378,"Summer",0
"2020-07-08 12:00:00","Rock-Medium",50.2675,55.1389758945723,37.7787389728524,1016.50833333333,1.43335077273493,1.43335077273493,"Summer",0
"2020-07-08 13:00:00","burrow",49.6875,54.1608533293757,38.9524030145426,974.91,NA,NA,"Summer",0
"2020-07-08 14:00:00","burrow",47.7208333333333,51.7657329823387,40.0131033309677,882.330833333333,NA,NA,"Summer",0
"2020-07-08 15:00:00","burrow",44.9791666666667,48.1740187661178,40.7255963957692,731.333333333333,NA,NA,"Summer",0
"2020-07-08 16:00:00","burrow",42.5116666666667,44.707578814827,41.2822100066238,543.854166666667,NA,NA,"Summer",0
"2020-07-08 17:00:00","burrow",40.4516666666667,41.6580990976634,41.2364497715998,342.583333333333,NA,NA,"Summer",0
"2020-07-08 18:00:00","burrow",38.8491666666667,38.6343787962652,40.7162517303718,141.528333333333,NA,NA,"Summer",0
"2020-07-08 19:00:00","open",36.7825,35.8555335131634,39.2208303736296,14.4216666666667,0.555533513163411,0.555533513163411,"Summer",0
"2020-07-09 05:00:00","burrow",29.3925,28.8093623534115,30.8386781238231,11.2083333333333,NA,NA,"Summer",0
"2020-07-09 06:00:00","burrow",30.8233333333333,31.2729322659988,30.9231483080258,123.5025,NA,NA,"Summer",0
"2020-07-09 07:00:00","open",34.0591666666667,35.5342447557345,31.5812361932849,327.734166666667,0.234244755734501,0.234244755734501,"Summer",0
"2020-07-09 08:00:00","Rock-Large",36.3616666666667,39.2813324620564,32.8342341929805,545.385833333333,2.09737212647163,-2.09737212647163,"Summer",0
"2020-07-09 09:00:00","Rock-Large",39.9841666666667,44.076250365236,34.0177283082485,726.145,0.885509826078348,-0.885509826078348,"Summer",0
"2020-07-09 10:00:00","Rock-Large",44.235,48.8236976090791,34.9389803684181,879.554166666667,0.131719151348847,-0.131719151348847,"Summer",0
"2020-07-09 11:00:00","Rock-Medium",47.155,51.9368415955548,36.1188103004387,979.815833333333,0.189528847960645,-0.189528847960645,"Summer",0
"2020-07-09 12:00:00","Rock-Medium",48.4125,53.4289397295594,37.1511999398584,1003.41333333333,0.841463160747075,0.841463160747075,"Summer",0
"2020-07-09 13:00:00","Rock-Medium",49.6233333333333,54.214816568498,38.2183578688559,967.95,1.82702308527105,1.82702308527105,"Summer",0
"2020-07-09 14:00:00","burrow",48.0925,52.0136492178874,39.2425782345329,875.393333333333,NA,NA,"Summer",0
"2020-07-09 15:00:00","burrow",45.0633333333333,48.2226341237929,39.8075240791372,729.4475,NA,NA,"Summer",0
"2020-07-09 16:00:00","burrow",42.4858333333333,44.671051667197,40.2740248045011,524.303333333333,NA,NA,"Summer",0
"2020-07-09 17:00:00","burrow",40.1316666666667,40.7565262048094,40.2258088085194,274.818333333333,NA,NA,"Summer",0
"2020-07-09 18:00:00","Rock-Large",38.4491666666667,38.2205125274822,39.5996635603018,131.988333333333,2.0586035498763,2.0586035498763,"Summer",0
"2020-07-09 19:00:00","open",36.6716666666667,35.8264142828264,38.7250256629524,13.5933333333333,0.526414282826394,0.526414282826394,"Summer",0
"2020-07-10 05:00:00","burrow",29.0841666666667,28.512755541735,30.7103973284599,10.9475,NA,NA,"Summer",0
"2020-07-10 06:00:00","burrow",30.6925,31.075950694291,30.3174291142269,122.301666666667,NA,NA,"Summer",0
