"Active_location","avg_ToSun","avg_ToShade","avg_Tsurface_open","avg_radiation","mean_DF","sd_DF","DF.CI.25","DF.CI97.5","mean_DE","sd_DE","DE.CI.25","DE.CI97.5","n_hours","Round_percentage","season","habitat_loss","climate_change"
"Rock-Small",40.4434072413301,35.9557888197314,35.876430878553,372.346753875969,0.345288926554369,0.846824166519586,-0.791676100577615,2.36008911673952,0.621408275485018,0.666207203759755,0.0145260013248503,2.36008911673952,43,0.0532837670384139,"Summer","none",3
"burrow",51.4502890170337,44.7060469655513,46.1103497066061,582.808699780428,NA,NA,NA,NA,NA,NA,NA,NA,587,0.727385377942999,"Summer","Rock",3
"Bush-Large",40.756394456943,36.0603203312908,35.6129749103943,316.401931003584,0.570386008213578,1.05897103330681,-1.45971841842138,2.30407423335657,0.955956396718269,0.723366760710955,0.0373055025485876,2.30407423335657,62,0.0768277571251549,"Summer","Rock",3
"Bush-Medium",37.8046648986569,34.4825978798117,33.0609433962264,240.653694968553,-0.578261465018667,1.0575546326836,-2.46466689196466,1.96170483904845,0.934624646127966,0.754265786337706,0.0251775469925526,2.53041425731625,53,0.0656753407682776,"Summer","Rock",3
"Bush-Small",39.2581646545989,35.6965302654419,34.4424914529915,329.24012965812,0.117665180940016,1.00595173171088,-1.8782522507673,2.04255178595426,0.767916661565532,0.65352147007429,0.0340045848205051,2.21701493151304,65,0.080545229244114,"Summer","Rock",3
"open",35.6026282168165,35.5367803444176,32.1460486111111,98.0603888888889,0.302628216816511,1.01097071715359,-1.30526646001429,1.90560990184427,0.888427922093001,0.553580338160124,0.0938599819256009,1.90560990184427,40,0.0495662949194548,"Summer","Rock",3
"burrow",51.4100991668919,42.5155684176175,45.9874859813084,543.336388149533,NA,NA,NA,NA,NA,NA,NA,NA,535,0.663771712158809,"Summer","Bush",3
"open",35.7813952201573,37.3352084906279,32.9227160493827,102.325987654321,0.481395220157322,0.921524108553337,-1.05486130849482,2.02905648315253,0.856313731493579,0.573048992146691,0.0795220343744184,2.02905648315253,27,0.0334987593052109,"Summer","Bush",3
"Rock-Large",44.9585880486887,36.5194515169086,40.5512254901961,508.220196078431,0.883279205249878,1.07820425955302,-1.18443793052121,2.38790776922352,1.12562567481751,0.817561610535018,0.029192967164775,2.38790776922352,68,0.0843672456575682,"Summer","Bush",3
"Rock-Medium",40.4949752299667,35.8337880134914,35.9372183098592,419.080075586854,0.468603555062635,1.146053687179,-1.38521779365698,2.44402623453078,0.925341101167891,0.817115017192792,0.00719154415773282,2.44402623453078,71,0.0880893300248139,"Summer","Bush",3
"Rock-Small",40.4836669248654,36.5249838945923,36.532626984127,392.838457671958,0.725944253781768,0.886681452563374,-0.786612565742851,2.43934941978495,0.887397962983039,0.723338991766141,0.0214863713264776,2.43934941978495,105,0.130272952853598,"Summer","Bush",3
"burrow",51.9732948101117,44.1105865302552,46.0911737714624,564.715820197355,NA,NA,NA,NA,NA,NA,NA,NA,563,0.697645600991326,"Summer","none",3.5
"Bush-Large",40.6386609193064,36.8464917829051,35.8358928571429,311.924585813492,0.82693057348345,0.859611976719463,-0.225262926681887,2.38085681170438,0.878089622224854,0.806299937942394,0.00387569467411808,2.38085681170438,56,0.0693928128872367,"Summer","none",3.5
"Bush-Medium",37.5080856270483,35.681315457295,33.1381076388889,235.012873263889,0.0695435020170998,0.357638674491173,-0.377233594490697,0.852217091859341,0.18282526097747,0.312106913767083,0.00734008312782208,0.981892089851775,16,0.0198265179677819,"Summer","none",3.5
"Bush-Small",39.2756645237031,36.3681828156344,34.2449434156379,343.348497942387,0.441194024343988,0.643612737108144,-0.197473511073613,1.59439261754161,0.523332767001464,0.576164231269326,0.0291433970040906,1.59439261754161,27,0.033457249070632,"Summer","none",3.5
"open",36.0387849166461,37.2460951729363,32.4743253968254,85.1421279761905,0.738784916646125,0.894012498676545,-0.534551608321693,2.33898995612665,0.907491223958756,0.715006725489561,0.0282192548221856,2.33898995612665,28,0.0346964064436183,"Summer","none",3.5
"Rock-Large",46.1086405744493,37.1610394502143,40.4341961279461,525.229078282828,1.0295394551135,1.16554806060207,-0.966900392187786,2.46574887690377,1.25514731972896,0.909368667657686,0.0416410789616464,2.46574887690377,33,0.0408921933085502,"Summer","none",3.5
"Rock-Medium",40.8745185656728,36.1842811898383,35.5272316919192,414.504681186869,0.625242720123242,1.12662285986608,-1.37754482908334,2.31169758065871,0.96196532355112,0.849941881125684,0.0505338576811178,2.31169758065871,44,0.0545229244114002,"Summer","none",3.5
"Rock-Small",39.8720836195406,36.1148112750422,34.9884333333333,338.294236305556,0.499376131214207,0.867895560154524,-0.325446829734516,2.38272384692874,0.652884934255471,0.756191143114189,0.00996888050215734,2.38272384692874,40,0.0495662949194548,"Summer","none",3.5
"burrow",51.9388058186782,45.1327320565624,46.0613618568233,583.76984450783,NA,NA,NA,NA,NA,NA,NA,NA,596,0.738537794299876,"Summer","Rock",3.5
"Bush-Large",40.2657185458167,36.240233443995,34.8012668350168,274.469903198653,0.679046760085238,0.922751224110906,-0.910418166606301,2.37928225270983,0.845740790931114,0.770315834544552,0.00407536801307984,2.37928225270983,66,0.0817843866171004,"Summer","Rock",3.5
"Bush-Medium",37.1294172138653,34.5679646495576,32.1653222222222,202.972722222222,-0.507012188070046,1.06943929994668,-2.58349012078667,2.28647935569031,0.865930220331538,0.800543578281501,0.0192386594681993,2.63305684492353,50,0.0619578686493185,"Summer","Rock",3.5
"Bush-Small",39.8696093594615,36.0024512618788,34.4694307832423,341.641945992714,0.421097812942706,0.98308182195481,-1.40765241551236,2.21120440792059,0.828209592707684,0.670347157260295,0.0351552983612713,2.21120440792059,61,0.0755885997521685,"Summer","Rock",3.5
"open",35.8750840136587,36.3154722521701,32.0957924836601,81.548839869281,0.575084013658677,0.945487686944976,-0.80011540742686,2.32220338234292,0.879970995303007,0.660966250225623,0.0297654213348588,2.32220338234292,34,0.0421313506815366,"Summer","Rock",3.5
"burrow",51.8439016052833,42.7518486055584,45.9025131348511,552.649879147694,NA,NA,NA,NA,NA,NA,NA,NA,571,0.708436724565757,"Summer","Bush",3.5
"open",35.8645788951843,37.4240987538465,32.4949264705882,103.356519607843,0.564578895184342,0.933374777895457,-0.661273178488252,2.32220338234292,0.854882842215954,0.668300829953273,0.0297654213348588,2.32220338234292,34,0.0421836228287841,"Summer","Bush",3.5
"Rock-Large",44.7095319320259,36.6814145760276,39.8113414634146,491.933577235772,1.02256999320427,1.10939410434606,-0.935135662474046,2.45921000834792,1.22656597995356,0.872049424502818,0.0511821745669465,2.45921000834792,41,0.0508684863523573,"Summer","Bush",3.5
"Rock-Medium",40.6431504096303,35.9651094256154,35.6734219858156,418.485390070922,0.608652974695162,1.0923748678156,-1.35233263087744,2.30550001243787,0.923882645989346,0.836468745830168,0.0508287714770379,2.30550001243787,47,0.0583126550868486,"Summer","Bush",3.5
"Rock-Small",39.83280638343,36.6489317888395,35.5140855457227,354.815694001967,0.793609750584898,0.827791277689142,-0.332369529993502,2.39205798703262,0.889960357485195,0.72220292672794,0.0297034129870923,2.39205798703262,113,0.140198511166253,"Summer","Bush",3.5
"burrow",52.242719108447,44.2948356969901,45.8264452763912,566.678467080791,NA,NA,NA,NA,NA,NA,NA,NA,601,0.744733581164808,"Summer","none",4
"Bush-Large",40.5182907654074,36.8911841048035,35.2999267676768,297.459393939394,0.803718038319356,0.746950664723426,-0.197871586330602,2.1840995875866,0.843184481755985,0.701237659496364,0.0185436703425552,2.1840995875866,55,0.0681536555142503,"Summer","none",4
"Bush-Medium",37.3598658412029,36.0858207979999,32.4522712418301,231.465081699346,0.188920087115207,0.469739328625752,-0.293193576270494,1.27184704435592,0.285656446715188,0.414580426737439,0.00347071033509536,1.27184704435592,17,0.0210656753407683,"Summer","none",4
"Bush-Small",38.0315181291977,36.4165461746559,32.9380923202614,268.957696078431,0.544909838189152,0.789661546992558,-0.159301147308505,2.09324391982138,0.597965408512766,0.749060751422033,0.0148733828039468,2.09324391982138,34,0.0421313506815366,"Summer","none",4
"open",36.0513200192448,37.6366177147784,32.0606611111111,68.3856888888889,0.751320019244791,0.889996077147864,-0.459190082094906,2.1285852399746,0.864544249156823,0.775573920029616,0.0171133792502147,2.1285852399746,25,0.0309789343246592,"Summer","none",4
"Rock-Large",41.4665573377099,36.1766332917101,36.0301388888889,366.005329861111,0.651522567562096,0.958048406399663,-0.50306806256597,2.19951869082695,0.765058145481268,0.866043722887735,0.0196656060730993,2.19951869082695,24,0.0297397769516729,"Summer","none",4
"Rock-Medium",41.2750085514812,36.4120348787537,35.2534060846561,442.087017195767,0.739432919444182,1.24334858602725,-0.979967421199831,2.45096105452684,1.1680762951338,0.82909134480792,0.0940604693813825,2.45096105452684,21,0.0260223048327138,"Summer","none",4
"Rock-Small",40.5761315181536,36.1265277755331,35.1991472222222,337.627421555556,0.634015930243803,0.749988066258038,-0.234548156292158,2.09976314742145,0.687868213422842,0.699171591323868,0.0156554678454038,2.09976314742145,30,0.0371747211895911,"Summer","none",4
"burrow",52.2314161195862,45.42720525261,45.8344480578139,578.095274785908,NA,NA,NA,NA,NA,NA,NA,NA,615,0.762081784386617,"Summer","Rock",4
"Bush-Large",40.2499666640542,36.3544121369493,34.3286245519713,256.023839605735,0.743875024823925,0.795354038866457,-0.485847712797233,2.15018814664207,0.837595929172621,0.694219975283119,0.0196568159594833,2.15018814664207,62,0.0768277571251549,"Summer","Rock",4
"Bush-Medium",36.8220731545294,34.7959128854351,31.5263055555556,191.837319444444,-0.353754013837377,0.886116655252859,-2.17351119352595,1.78536863645045,0.678173492243216,0.664711447150275,0.00493432425179243,2.19797029352088,40,0.0495662949194548,"Summer","Rock",4
"Bush-Small",39.4052080945393,36.1650316359586,33.7044398148148,309.21893212963,0.590977287713578,0.964399475059768,-0.915134714215578,2.12963579648391,0.844225017130965,0.748628248411368,0.0204435198593,2.12963579648391,60,0.0743494423791822,"Summer","Rock",4
"open",36.0031585036246,36.6505852170634,31.7244907407407,72.4865185185185,0.703158503624611,0.870621747993807,-0.420951512615388,2.11633566397901,0.835761414365555,0.739513512003403,0.0196104777713819,2.11633566397901,30,0.0371747211895911,"Summer","Rock",4
"burrow",52.1419739841912,42.9978561323737,45.6935849834983,556.464040418042,NA,NA,NA,NA,NA,NA,NA,NA,606,0.751861042183623,"Summer","Bush",4
"open",35.9706972679373,37.7885733437689,32.105859375,91.0850520833333,0.670697267937291,0.941029222365002,-0.747311639262484,2.11143583358078,0.88321696361425,0.738001218868072,0.0206093171798488,2.11143583358078,32,0.0397022332506203,"Summer","Bush",4
"Rock-Large",40.0746025885751,36.3337771478419,35.3359285714286,323.003952380952,0.80630474170278,0.978015089538532,-0.459504709722195,2.4640334879449,0.894066733300756,0.896044903907258,0.022055245159773,2.4640334879449,35,0.043424317617866,"Summer","Bush",4
"Rock-Medium",41.2750085514812,36.151290943269,35.6324206349206,460.827103174603,0.739432919444182,1.24334858602725,-0.979967421199831,2.45096105452684,1.1680762951338,0.82909134480792,0.0940604693813825,2.45096105452684,21,0.0260545905707196,"Summer","Bush",4
"Rock-Small",39.8345357750208,36.8337977151616,35.1288541666667,338.348468055556,0.968427169668738,0.758370998492152,-0.232896977323813,2.34508968918286,1.00197326269919,0.713044070537022,0.0569155288327759,2.34508968918286,112,0.138957816377171,"Summer","Bush",4
"burrow",52.58078535656,44.6256690386836,45.6466829933799,566.416330459832,NA,NA,NA,NA,NA,NA,NA,NA,621,0.769516728624535,"Summer","none",4.5
"Bush-Large",40.5756640325459,37.1785623288968,34.8922575757576,291.826156565657,1.02051946418036,0.797698223993197,-0.14350135727029,2.34116499469332,1.04099587599671,0.770278071668346,0.0454717837939906,2.34116499469332,55,0.0681536555142503,"Summer","none",4.5
"Bush-Medium",37.4928817338751,36.3011142465901,32.2454074074074,202.306412037037,0.269748798237828,0.537784780988985,-0.29942161447488,1.36848195826207,0.376188441347154,0.466999290100039,0.0265331522503821,1.36848195826207,30,0.0371747211895911,"Summer","none",4.5
"Bush-Small",38.623558449166,36.5326123199442,33.0067824074074,272.410185185185,0.625960357687314,0.857109375954237,-0.373219081563677,2.40538372700047,0.715091737587107,0.781655256822555,0.0246151544891973,2.40538372700047,30,0.0371747211895911,"Summer","none",4.5
"open",36.2560748659492,38.0444499237693,31.7755324074074,62.7306134259259,0.956074865949194,1.00631110760321,-0.607894936247711,2.41786936779229,1.11007302451363,0.825012140903953,0.0847652412182887,2.41786936779229,24,0.0297397769516729,"Summer","none",4.5
"Rock-Large",44.3182999688376,36.8111635075474,37.8555709876543,461.619367283951,1.05326016056079,1.16924121918016,-0.152973962299265,2.39419876360726,1.1198657143768,1.09740147378536,0.0160748709236003,2.39419876360726,9,0.0111524163568773,"Summer","none",4.5
"Rock-Medium",38.6960134206252,35.8983097036518,32.893,309.630907407407,0.677271402251141,1.04359286567531,-0.496447767217934,2.08244229888758,0.871974898396987,0.875155084343409,0.0270939622834181,2.08244229888758,15,0.0185873605947955,"Summer","none",4.5
"Rock-Small",40.5129396688571,36.4019457046276,34.6683140096618,329.515791400966,0.800539326158323,0.942364120955338,-0.176123300395402,2.30289530860256,0.866938427075521,0.878805114890791,0.0317061981192797,2.30289530860256,23,0.0285006195786865,"Summer","none",4.5
"burrow",52.557742627601,45.7831427038539,45.6491418966737,574.298327749469,NA,NA,NA,NA,NA,NA,NA,NA,628,0.77819083023544,"Summer","Rock",4.5
"Bush-Large",40.7049004771494,36.6899846464096,34.1622740112994,260.348210922787,1.02870594938396,0.823922340929986,-0.20007883137838,2.34723183934697,1.05526046082041,0.789021671643519,0.0463197804128956,2.34723183934697,59,0.0731102850061958,"Summer","Rock",4.5
"Bush-Medium",36.5803999044016,35.2340169870503,31.1453765432099,167.633864197531,-0.0887186944511658,0.747044678167438,-1.6530178571288,1.02280133406481,0.529237625491672,0.528835931438793,0.0326219228931244,1.68962234237556,45,0.0557620817843866,"Summer","Rock",4.5
"Bush-Small",39.9629289957864,36.3958642600008,33.6909606481481,308.566205671296,0.835119415667341,1.00237704242497,-0.531145126363409,2.43498148944543,0.972020954722096,0.867234455645527,0.0357252387811123,2.43498148944543,48,0.0594795539033457,"Summer","Rock",4.5
"open",36.1807651155323,37.2825010396771,31.4692695473251,52.9148251028807,0.880765115532269,0.971594294961286,-0.588570044075251,2.41389684249031,1.01765236758954,0.821055024998078,0.0918612155264956,2.41389684249031,27,0.033457249070632,"Summer","Rock",4.5
"burrow",52.3156615884702,43.2681831104283,45.3891326530612,554.925250120356,NA,NA,NA,NA,NA,NA,NA,NA,637,0.790322580645161,"Summer","Bush",4.5
"open",35.7238918214174,37.8585306406217,31.4227291666667,84.742125,0.423891821417407,1.12616652003242,-1.32915942262507,2.3966825661817,0.947944021755494,0.728631427317921,0.110247015148275,2.3966825661817,40,0.0496277915632754,"Summer","Bush",4.5
"Rock-Large",41.5374712738458,36.6731851104981,35.9201785714286,359.118035714286,1.08536026174243,0.988983006673999,-0.143814155797118,2.38825709753328,1.128178117767,0.935958188186245,0.0194606940267555,2.38825709753328,14,0.0173697270471464,"Summer","Bush",4.5
"Rock-Medium",38.6960134206252,35.9701786483551,33.2078333333333,323.815888888889,0.677271402251141,1.04359286567531,-0.496447767217934,2.08244229888758,0.871974898396987,0.875155084343409,0.0270939622834181,2.08244229888758,15,0.0186104218362283,"Summer","Bush",4.5
"Rock-Small",39.7740731373163,36.958559888861,34.6638333333333,322.475059222222,1.08701044651821,0.756872902242097,-0.17818715158548,2.30216151003387,1.11113868243581,0.720613209326603,0.039806234244319,2.30216151003387,100,0.124069478908189,"Summer","Bush",4.5
"burrow",52.7329833312607,44.858974929744,45.3071614449581,560.437502086971,NA,NA,NA,NA,NA,NA,NA,NA,649,0.804213135068154,"Summer","none",5
"Bush-Large",41.0362518074479,37.3704110827252,34.8327807328605,296.895395981087,1.14991807142404,0.796847101041303,-0.083876037676815,2.44147636508134,1.17073146838438,0.765254656513049,0.0566883694803188,2.44147636508134,47,0.0582403965303594,"Summer","none",5
"Bush-Medium",37.3781295162252,36.5445502093977,31.7036021505376,186.708660394265,0.481764775479918,0.461744795341132,-0.0954840336790301,1.37459653020124,0.502187499821186,0.438683755194717,0.0138651898549877,1.37459653020124,31,0.0384138785625774,"Summer","none",5
"Bush-Small",38.4025945156521,36.496555347196,32.4469583333333,244.457898148148,0.627361231973653,0.780693755543542,-0.173007009157682,2.31033899372415,0.677710690795533,0.735871744525613,0.0204976604261004,2.31033899372415,30,0.0371747211895911,"Summer","none",5
"open",35.914759062147,37.8295566689921,30.9887691570881,54.6856657088123,0.614759062147033,0.994119916409568,-0.834723198944564,2.45332143343659,0.89666046895915,0.739585210938694,0.0776147458068202,2.45332143343659,29,0.0359355638166047,"Summer","none",5
"Rock-Large",38.3814374544797,35.7650891676166,32.5590972222222,231.734201388889,0.242964171746834,0.702853529888007,-0.201607299009129,1.19251207245299,0.413395781449683,0.587239678483728,0.0337048721283644,1.20612578274062,4,0.00495662949194548,"Summer","none",5
"Rock-Medium",39.1414621519693,36.1008878021752,32.7986111111111,319.0859375,0.860887876400092,1.09762636434408,-0.0753262876360605,2.39224971351269,0.890621830652574,1.07017027843398,0.0420411450650592,2.39224971351269,8,0.00991325898389095,"Summer","none",5
"Rock-Small",43.5363011994939,37.6551599276522,36.4778518518519,450.519676790123,1.61208798198591,1.03214242202879,-0.186130059931274,2.47863272376934,1.6665867616443,0.929676683247311,0.0893110890483399,2.47863272376934,9,0.0111524163568773,"Summer","none",5
"burrow",52.6905417542126,45.9811888812431,45.2695085796806,566.008698766565,NA,NA,NA,NA,NA,NA,NA,NA,654,0.810408921933085,"Summer","Rock",5
"Bush-Large",40.8889805242825,36.8117549517243,33.7986226851852,251.869548611111,1.12152758086454,0.812492683159722,-0.19034043625916,2.44094727217902,1.1507750935312,0.769591536711307,0.0572209637053124,2.44094727217902,48,0.0594795539033457,"Summer","Rock",5
"Bush-Medium",36.9357660104545,35.663337324039,31.1467763157895,173.40307748538,0.244638368092968,0.669208278650796,-1.17441761032582,1.34889695704387,0.558059540705301,0.435267357865018,0.0153739194913777,1.34889695704387,38,0.047087980173482,"Summer","Rock",5
"Bush-Small",39.3644616953166,36.3221036948683,32.8254824561403,260.271098976608,0.830131094426495,0.908011418266498,-0.184476219508567,2.3760056661392,0.879995740453109,0.858431791247064,0.0222312458264296,2.3760056661392,38,0.047087980173482,"Summer","Rock",5
"open",35.914759062147,37.3894563254974,30.7612164750958,36.698285440613,0.614759062147033,0.994119916409568,-0.834723198944564,2.45332143343659,0.89666046895915,0.739585210938694,0.0776147458068202,2.45332143343659,29,0.0359355638166047,"Summer","Rock",5
"burrow",52.4998972134111,43.5647232060716,45.1110391566265,550.785190585676,NA,NA,NA,NA,NA,NA,NA,NA,664,0.823821339950372,"Summer","Bush",5
"open",35.6374386714508,38.0019518168097,30.8666098484848,74.9872916666667,0.337438671450838,1.09065898881911,-1.6234780773211,2.44617945703129,0.914676945573035,0.670790123198539,0.103603306911359,2.44617945703129,44,0.054590570719603,"Summer","Bush",5
"Rock-Large",37.4965869013234,36.3893124174828,31.9475,201.629375,0.610000252635424,0.913981083882131,-0.407859544983812,1.88196958428737,0.807826811734386,0.717501533649649,0.0445210295378438,1.88196958428737,8,0.00992555831265509,"Summer","Bush",5
"Rock-Medium",39.0520210865022,36.084989815888,33.0181666666667,313.568,0.711927802394934,1.02113089601553,-0.0789124690637024,2.38080704284796,0.748085430282979,0.991993985722664,0.0410963342126248,2.38080704284796,10,0.0124069478908189,"Summer","Bush",5
"Rock-Small",39.8571623510969,37.2100975273259,34.24434375,315.49929625,1.34124230514522,0.710832888231561,0.168530895931852,2.46814599722564,1.34737341785679,0.69899250934463,0.243402439407026,2.46814599722564,80,0.0992555831265509,"Summer","Bush",5
"burrow",52.9650512350459,45.1647241309957,45.0428625621891,555.635531457711,NA,NA,NA,NA,NA,NA,NA,NA,670,0.830235439900867,"Summer","none",5.5
"Bush-Large",41.133003213617,37.5086730439315,34.4310928362573,296.018081140351,1.30389007317825,0.76121212504884,-0.0895286538662887,2.38247832521145,1.32142911120026,0.729488760284104,0.0792472954525785,2.38247832521145,38,0.047087980173482,"Summer","none",5.5
"Bush-Medium",37.979512697151,37.0543760894009,31.7490277777778,191.453644444444,0.841230292756367,0.63409581830093,-0.106267449163519,1.89720530687176,0.863407795959524,0.602243885608349,0.0735356550619201,1.89720530687176,25,0.0309789343246592,"Summer","none",5.5
"Bush-Small",38.4018741135312,36.714151603421,32.0626646090535,222.84033436214,0.762691256824392,0.711966905319636,-0.140856621609176,2.18103631020398,0.793659500664985,0.675903599963285,0.0698301536806248,2.18103631020398,27,0.033457249070632,"Summer","none",5.5
"open",35.8934808837912,37.9554075595793,30.5145669934641,46.9475612745098,0.593480883791238,0.955623536338739,-0.902792625946658,2.42663058511308,0.885104290001886,0.684806493440223,0.106529950291165,2.42663058511308,34,0.0421313506815366,"Summer","none",5.5
"Rock-Large",39.9263111741066,36.3856060748652,33.4218055555556,260.278148148148,0.573056275342959,1.05507325036429,-0.109431915803467,1.70061403414458,0.651585515179709,0.984339514756562,0.0528624613018799,1.70403147616843,3,0.00371747211895911,"Summer","none",5.5
"Rock-Medium",42.9513755686931,37.3684188893847,35.2844444444444,440.33625,1.39830095289603,1.3571428962134,0.486638255191963,2.3099636506001,1.39830095289603,1.3571428962134,0.486638255191963,2.3099636506001,2,0.00247831474597274,"Summer","none",5.5
"Rock-Small",39.4409081659092,36.3489013420604,32.8078090277778,291.833282222222,0.86694944623753,1.10553149387617,0.000956206546492312,2.34249249137901,0.86769701334763,1.10486101715089,0.00589014947315114,2.34249249137901,8,0.00991325898389095,"Summer","none",5.5
"burrow",52.9342782273448,46.2649067351382,45.0008085685983,559.669365905564,NA,NA,NA,NA,NA,NA,NA,NA,673,0.833952912019826,"Summer","Rock",5.5
"Bush-Large",40.8496661345217,36.88413933298,33.3656597222222,248.1760625,1.23072919449413,0.808749484833994,-0.187946081254021,2.3822761105822,1.26332403066546,0.755445584058822,0.0804187022917056,2.3822761105822,40,0.0495662949194548,"Summer","Rock",5.5
"Bush-Medium",37.6753036823566,36.1658841730457,31.4298655913978,191.945250896057,0.620376393217496,0.752169854907049,-0.67766548690016,1.8751902975769,0.788706487625041,0.566270313359208,0.0782639663869755,1.8751902975769,31,0.0384138785625774,"Summer","Rock",5.5
"Bush-Small",38.9826038462875,36.3455429978614,31.9333045977011,213.29745210728,0.869332883020412,0.793977788514502,-0.140818288172665,2.30772119154524,0.89816538590648,0.760012683941711,0.0704188635724037,2.30772119154524,29,0.0359355638166047,"Summer","Rock",5.5
"open",35.8934808837912,37.4797240997705,30.3250408496732,31.8482843137255,0.593480883791238,0.955623536338739,-0.902792625946658,2.42663058511308,0.885104290001886,0.684806493440223,0.106529950291165,2.42663058511308,34,0.0421313506815366,"Summer","Rock",5.5
"burrow",52.6665011389624,43.8910070728158,44.8010080058224,545.973445971211,NA,NA,NA,NA,NA,NA,NA,NA,687,0.852357320099256,"Summer","Bush",5.5
"open",35.6953160143597,38.0719129020738,30.4516826923077,73.2629807692308,0.395316014359752,1.05026558919479,-1.13113090279904,2.32294964980209,0.927058977790869,0.621374837953454,0.120402060689684,2.32294964980209,52,0.0645161290322581,"Summer","Bush",5.5
"Rock-Large",38.2986198451728,36.8092042250567,32.0795238095238,201.788571428571,0.999760203888263,1.05164335526886,-0.0927080279001523,2.39371639978269,1.03341559238973,1.01297673804143,0.0596973453495899,2.39371639978269,7,0.0086848635235732,"Summer","Bush",5.5
"Rock-Medium",40.9471343369061,36.8588531802179,33.6975,325.840833333333,1.19683107147095,1.02112132468946,0.456417772978202,2.27974316838633,1.19683107147095,1.02112132468946,0.456417772978202,2.27974316838633,3,0.00372208436724566,"Summer","Bush",5.5
"Rock-Small",40.2088038724301,37.3606841738646,34.2059795321637,310.982301754386,1.4925105617291,0.678561671332394,0.0267776169690905,2.39684100780881,1.49261548342876,0.678326723906388,0.0267776169690905,2.39684100780881,57,0.0707196029776675,"Summer","Bush",5.5
"burrow",53.2476328259254,45.5086427326244,44.8318581956592,550.976565385488,NA,NA,NA,NA,NA,NA,NA,NA,686,0.850061957868649,"Summer","none",6
"Bush-Large",41.3129349691079,37.5625593282333,34.093664874552,297.070775089606,1.21555403021816,0.902076461594055,-0.066960098141811,2.47205385442116,1.22756338342996,0.885112238045759,0.0232876581611681,2.47205385442116,31,0.0384138785625774,"Summer","none",6
"Bush-Medium",38.4463673097595,37.2469377420982,31.6893199233716,195.356810344828,1.04958711499165,0.865860728336122,-0.197356768846641,2.38311961132819,1.09836445521248,0.800750649022518,0.0260622461878057,2.38311961132819,29,0.0359355638166047,"Summer","none",6
"Bush-Small",39.6833261098468,37.3360030921109,32.5623511904762,268.891071428571,1.38949273660855,0.714030545796422,0.0413100014330469,2.2863434490131,1.40131811011272,0.688693396965295,0.153059781047466,2.2863434490131,14,0.0173482032218092,"Summer","none",6
"open",35.893980529073,37.9848789942731,30.0256092171717,45.8025347222222,0.593980529072999,1.01101677588529,-1.06925768841802,2.33931117269462,0.910529385214667,0.731319647316127,0.0629389034586431,2.33931117269462,44,0.0545229244114002,"Summer","none",6
"Rock-Large",49.3589734667556,38.445445243162,40.3733333333333,636.589166666667,2.28790930130651,NA,2.28790930130651,2.28790930130651,2.28790930130651,NA,2.28790930130651,2.28790930130651,1,0.00123915737298637,"Summer","none",6
"Rock-Medium",41.9963082002444,36.6327009677523,34.4934722222222,331.491527777778,0.939165734314798,NA,0.939165734314798,0.939165734314798,0.939165734314798,NA,0.939165734314798,0.939165734314798,1,0.00123915737298637,"Summer","none",6
"Rock-Small",42.3196659419589,38.8800319084283,34.894,327.58098,2.4710332806658,NA,2.4710332806658,2.4710332806658,2.4710332806658,NA,2.4710332806658,2.4710332806658,1,0.00123915737298637,"Summer","none",6
"burrow",53.2260970319674,46.5860781396866,44.7823550549096,554.084590082364,NA,NA,NA,NA,NA,NA,NA,NA,688,0.852540272614622,"Summer","Rock",6
"Bush-Large",41.3129349691079,36.9686092436026,33.0948835125448,252.641980286738,1.21555403021816,0.902076461594055,-0.066960098141811,2.47205385442116,1.22756338342996,0.885112238045759,0.0232876581611681,2.47205385442116,31,0.0384138785625774,"Summer","Rock",6
"Bush-Medium",38.5646986727757,36.6945255280596,31.8286944444444,206.009240740741,1.0490525945122,0.850806169304222,-0.196883745066844,2.37945264780529,1.09620402339234,0.786912463882487,0.0262442166644679,2.37945264780529,30,0.0371747211895911,"Summer","Rock",6
"Bush-Small",39.6833261098468,36.8715062165668,32.011130952381,231.283214285714,1.38949273660855,0.714030545796422,0.0413100014330469,2.2863434490131,1.40131811011272,0.688693396965295,0.153059781047466,2.2863434490131,14,0.0173482032218092,"Summer","Rock",6
"open",35.893980529073,37.4898518921655,29.8271654040404,30.5216982323232,0.593980529072999,1.01101677588529,-1.06925768841802,2.33931117269462,0.910529385214667,0.731319647316127,0.0629389034586431,2.33931117269462,44,0.0545229244114002,"Summer","Rock",6
"burrow",52.8836628071174,44.2337878066037,44.5516643092881,540.662901766462,NA,NA,NA,NA,NA,NA,NA,NA,707,0.877171215880893,"Summer","Bush",6
"open",35.9009092476749,38.4114016193349,30.179355345912,64.9423113207547,0.600909247674859,1.02832369020573,-1.30141021584932,2.33015633978119,0.944772415083391,0.718140242630526,0.0675563773367969,2.33015633978119,53,0.0657568238213399,"Summer","Bush",6
"Rock-Large",38.9996741358602,36.9936186218635,32.3115,239.2355,1.20300828782414,1.09236075845047,0.30622275259647,2.47661586787787,1.20300828782414,1.09236075845047,0.30622275259647,2.47661586787787,5,0.00620347394540943,"Summer","Bush",6
