"round_dt","microhabitat","avg_Tsurface_open","avg_ToSun","avg_ToShade","avg_radiation","de","df","season","climate_change"
"2020-07-05 09:00:00","burrow",41.5188888888889,47.5545710730574,40.4028028532665,749.758333333333,NA,NA,"Summer",2.5
"2020-07-05 10:00:00","burrow",45.2375,51.865789390237,43.4859174325985,895.828888888889,NA,NA,"Summer",2.5
"2020-07-05 11:00:00","burrow",48.5811111111111,55.5258688255005,46.3372959334181,980.545833333333,NA,NA,"Summer",2.5
"2020-07-05 12:00:00","burrow",50.3158333333333,57.4534996903104,47.7760285148861,1005.34416666667,NA,NA,"Summer",2.5
"2020-07-05 13:00:00","burrow",50.1672222222222,57.2061887035923,48.8086118803923,962.654722222222,NA,NA,"Summer",2.5
"2020-07-05 14:00:00","burrow",48.6163888888889,55.1501840903632,48.8112011170926,859.745,NA,NA,"Summer",2.5
"2020-07-05 15:00:00","burrow",45.0675,51.2566920646402,47.9136607782913,704.575555555556,NA,NA,"Summer",2.5
"2020-07-05 16:00:00","burrow",43.03,47.8470404351789,46.7742672968529,519.0225,NA,NA,"Summer",2.5
"2020-07-05 17:00:00","burrow",41.0363888888889,44.7905722082572,45.9880236364122,312.905277777778,NA,NA,"Summer",2.5
"2020-07-05 18:00:00","burrow",38.4991666666667,41.0675752920438,43.9749097524412,109.9575,NA,NA,"Summer",2.5
"2020-07-05 19:00:00","burrow",36.2580555555556,38.2753840901936,41.7544690433411,6.63222222222222,NA,NA,"Summer",2.5
"2020-07-06 05:00:00","Bush-Small",30.3688888888889,32.4538059214636,33.5968381940782,10.4691666666667,1.44821182713783,-1.44821182713783,"Summer",2.5
"2020-07-06 06:00:00","open",31.7091666666667,34.3052517031459,33.4178068698628,129.399444444444,0.994748296854127,-0.994748296854127,"Summer",2.5
"2020-07-06 07:00:00","Bush-Large",34.4947222222222,38.3428716511364,34.2034784682156,332.626388888889,0.52646062376602,-0.52646062376602,"Summer",2.5
"2020-07-06 08:00:00","Bush-Small",37.105,42.0342790782352,36.5598787665468,532.898333333333,0.236058648323578,0.236058648323578,"Summer",2.5
"2020-07-06 09:00:00","Bush-Small",40.5752777777778,46.521490170994,39.1252046788614,714.268055555556,2.03778650319337,2.03778650319337,"Summer",2.5
"2020-07-06 10:00:00","burrow",42.9955555555556,49.9593886889698,41.8363023182546,874.396388888889,NA,NA,"Summer",2.5
"2020-07-06 11:00:00","burrow",44.8544444444444,52.3198219746649,43.6964182583479,962.573888888889,NA,NA,"Summer",2.5
"2020-07-06 12:00:00","burrow",46.4627777777778,53.9522256739107,44.6558972239027,982.083055555556,NA,NA,"Summer",2.5
"2020-07-06 13:00:00","burrow",46.6,54.0550729022208,45.7081332053301,945.675833333333,NA,NA,"Summer",2.5
"2020-07-06 14:00:00","burrow",46.475,53.3692419421555,46.5861635955153,843.028333333333,NA,NA,"Summer",2.5
"2020-07-06 15:00:00","burrow",44.8608333333333,50.8555813775529,47.0454953776516,682.186388888889,NA,NA,"Summer",2.5
"2020-07-06 16:00:00","burrow",43.2011111111111,48.2902410842612,46.5123558787427,510.312222222222,NA,NA,"Summer",2.5
"2020-07-06 17:00:00","burrow",40.9611111111111,44.7837808380079,45.3410789726872,306.250555555556,NA,NA,"Summer",2.5
"2020-07-06 18:00:00","burrow",38.8477777777778,41.4150122945293,43.5179977805395,113.121944444444,NA,NA,"Summer",2.5
"2020-07-06 19:00:00","burrow",36.4702777777778,38.3534433723899,41.5705627422259,6.46138888888889,NA,NA,"Summer",2.5
"2020-07-07 05:00:00","Bush-Large",29.3347222222222,31.4023995269997,32.849393469204,11.3580555555556,2.21946128065572,-2.21946128065572,"Summer",2.5
"2020-07-07 06:00:00","open",30.7847222222222,33.4269450987495,32.5980946103718,124.842777777778,1.87305490125048,-1.87305490125048,"Summer",2.5
"2020-07-07 07:00:00","Bush-Large",34.1025,37.8534989886622,33.3274299355862,346.232222222222,1.2399619909822,-1.2399619909822,"Summer",2.5
"2020-07-07 08:00:00","Bush-Medium",36.8711111111111,41.7180026586399,35.8782565053265,553.981388888889,0.0859916688606646,-0.0859916688606646,"Summer",2.5
"2020-07-07 09:00:00","Bush-Small",41.2755555555556,47.0075432619544,39.6382078050308,746.437222222222,1.97934786022743,1.97934786022743,"Summer",2.5
"2020-07-07 10:00:00","burrow",45.6019444444444,52.1722396547782,42.8207784665017,897.081944444444,NA,NA,"Summer",2.5
"2020-07-07 11:00:00","burrow",48.8430555555556,55.8953140027609,45.656319136228,983.106944444444,NA,NA,"Summer",2.5
"2020-07-07 12:00:00","burrow",50.67,57.7488926951125,47.2474624586531,1008.83111111111,NA,NA,"Summer",2.5
"2020-07-07 13:00:00","burrow",50.3508333333333,57.6688120121034,48.2784187512344,968.681944444444,NA,NA,"Summer",2.5
"2020-07-07 14:00:00","burrow",48.3375,55.1438311999959,48.6153931529887,866.858055555556,NA,NA,"Summer",2.5
"2020-07-07 15:00:00","burrow",45.1125,51.255403676994,47.3175345478428,707.490555555555,NA,NA,"Summer",2.5
"2020-07-07 16:00:00","burrow",42.5133333333333,47.6601344753574,45.6957832911076,523.207222222222,NA,NA,"Summer",2.5
"2020-07-07 17:00:00","burrow",40.2616666666667,44.1690837307929,44.7651014482335,318.148055555556,NA,NA,"Summer",2.5
"2020-07-07 18:00:00","burrow",38.6727777777778,41.2501499547363,43.4920848329093,115.050277777778,NA,NA,"Summer",2.5
"2020-07-07 19:00:00","burrow",36.3238888888889,38.1646224239243,41.5110851257986,6.58888888888889,NA,NA,"Summer",2.5
"2020-07-08 05:00:00","Bush-Small",28.4422222222222,30.3115814323318,32.1064811800229,12.9972222222222,2.55343469851515,-2.55343469851515,"Summer",2.5
"2020-07-08 06:00:00","open",31.1758333333333,33.4834475220031,32.4028725552171,149.231111111111,1.81655247799689,-1.81655247799689,"Summer",2.5
"2020-07-08 07:00:00","Bush-Large",33.94,37.8954476730325,33.7830438111434,359.118611111111,0.8098853938342,-0.8098853938342,"Summer",2.5
"2020-07-08 08:00:00","Bush-Small",36.7569444444444,41.765078697617,36.7214299054615,572.974166666667,0.0871737171383771,0.0871737171383771,"Summer",2.5
"2020-07-08 09:00:00","burrow",41.2680555555556,47.245253598127,40.1723840725751,756.620555555556,NA,NA,"Summer",2.5
"2020-07-08 10:00:00","burrow",45.7058333333333,52.3852146683057,43.0197200695083,911.283888888889,NA,NA,"Summer",2.5
"2020-07-08 11:00:00","burrow",48.8122222222222,55.9219459630631,46.3456052804396,998.365,NA,NA,"Summer",2.5
"2020-07-08 12:00:00","burrow",50.6175,57.6691888149796,47.851129305797,1016.45277777778,NA,NA,"Summer",2.5
"2020-07-08 13:00:00","burrow",49.5116666666667,56.697988067497,48.55667631004,969.259166666667,NA,NA,"Summer",2.5
"2020-07-08 14:00:00","burrow",47.5758333333333,54.3084780677104,48.7535667946875,864.747777777778,NA,NA,"Summer",2.5
"2020-07-08 15:00:00","burrow",44.7263888888889,50.7223775796921,46.7581069210761,707.512777777778,NA,NA,"Summer",2.5
"2020-07-08 16:00:00","burrow",42.2938888888889,47.263080014818,45.793475149063,522.323333333333,NA,NA,"Summer",2.5
"2020-07-08 17:00:00","burrow",40.5477777777778,44.2224149545883,44.7931664309937,313.8,NA,NA,"Summer",2.5
"2020-07-08 18:00:00","burrow",38.6075,41.2017444821415,43.4994735855269,118.659722222222,NA,NA,"Summer",2.5
"2020-07-08 19:00:00","burrow",36.5155555555556,38.4260241510525,41.4553863196762,6.94305555555556,NA,NA,"Summer",2.5
"2020-07-09 05:00:00","Bush-Small",29.3,31.3852853297752,32.6004155513901,11.0358333333333,2.2503780780639,-2.2503780780639,"Summer",2.5
"2020-07-09 06:00:00","open",31.3,33.8446931086319,32.4380589415183,146.138055555556,1.45530689136814,-1.45530689136814,"Summer",2.5
"2020-07-09 07:00:00","Bush-Large",34.1691666666667,38.1004728222104,33.8167926840425,354.699444444444,1.05785136724275,-1.05785136724275,"Summer",2.5
"2020-07-09 08:00:00","Bush-Small",36.6986111111111,41.842403046807,36.7007677984462,571.213611111111,0.175713447606626,0.175713447606626,"Summer",2.5
"2020-07-09 09:00:00","burrow",40.8922222222222,46.6286771978312,39.7336999684207,747.141666666667,NA,NA,"Summer",2.5
"2020-07-09 10:00:00","burrow",44.7605555555556,51.3668783029031,41.9505587584274,897.918888888889,NA,NA,"Summer",2.5
"2020-07-09 11:00:00","burrow",47.2530555555556,54.4757436376018,44.9137102381436,989.938333333333,NA,NA,"Summer",2.5
"2020-07-09 12:00:00","burrow",48.7555555555556,55.9673041690781,46.6142013694077,1010.39861111111,NA,NA,"Summer",2.5
"2020-07-09 13:00:00","burrow",49.7597222222222,56.7536898703473,47.0432364814633,959.078055555556,NA,NA,"Summer",2.5
"2020-07-09 14:00:00","burrow",47.79,54.5588964765862,47.1270283532694,858.948333333333,NA,NA,"Summer",2.5
"2020-07-09 15:00:00","burrow",44.61,50.7764267087427,46.45834196439,704.713055555556,NA,NA,"Summer",2.5
"2020-07-09 16:00:00","burrow",42.3011111111111,47.232002748162,45.6234857158488,511.49,NA,NA,"Summer",2.5
"2020-07-09 17:00:00","burrow",39.8886111111111,43.3235465181664,43.80867090217,247.305555555556,NA,NA,"Summer",2.5
"2020-07-09 18:00:00","burrow",38.1719444444444,40.7916586037849,41.9486006951652,107.9975,NA,NA,"Summer",2.5
"2020-07-09 19:00:00","burrow",36.4377777777778,38.4010184210564,40.9205588738417,6.83166666666667,NA,NA,"Summer",2.5
"2020-07-10 05:00:00","Bush-Small",28.99,31.0890653162759,32.2799209091127,10.4369444444444,2.26106744732897,-2.26106744732897,"Summer",2.5
"2020-07-10 06:00:00","open",31.0175,33.6486969696867,32.1209085396847,144.804444444444,1.65130303031327,-1.65130303031327,"Summer",2.5
"2020-07-10 07:00:00","Bush-Large",34.6202777777778,38.3948623210631,33.1407800063643,345.248888888889,1.69188720650427,-1.69188720650427,"Summer",2.5
