"round_dt","microhabitat","avg_Tsurface_open","avg_ToSun","avg_ToShade","avg_radiation","de","df","season","climate_change"
"2022-01-10 10:00:00","open",24.15,28.8212547496672,22.6319060697476,517.71,2.8787452503328,-2.8787452503328,"Winter",2.5
"2022-01-10 11:00:00","open",26.7333333333333,31.5225587096148,22.9384913852557,599.372777777778,0.177441290385151,-0.177441290385151,"Winter",2.5
"2022-01-10 12:00:00","open",28.0344444444444,33.2026172257446,23.5617525616289,630.548333333333,1.50261722574457,1.50261722574457,"Winter",2.5
"2022-01-10 13:00:00","open",28.2477777777778,33.1751773657903,23.9793639394416,585.336111111111,1.47517736579028,1.47517736579028,"Winter",2.5
"2022-01-10 14:00:00","open",27.2261111111111,31.5658204465769,24.7720635470711,483.33,0.134179553423103,-0.134179553423103,"Winter",2.5
"2022-01-10 15:00:00","burrow",25.0466666666667,28.5789147016473,24.8597233357308,319.393333333333,NA,NA,"Winter",2.5
"2022-01-10 16:00:00","burrow",21.3516666666667,24.020844186011,24.0590617382632,135.813333333333,NA,NA,"Winter",2.5
"2022-01-10 17:00:00","burrow",17.7494444444444,19.5792890741892,23.2742156600511,10.0661111111111,NA,NA,"Winter",2.5
"2022-01-11 07:00:00","burrow",12.0955555555556,13.8308263734527,17.979432375254,26.4216666666667,NA,NA,"Winter",2.5
"2022-01-11 08:00:00","burrow",14.7122222222222,17.0612981081795,19.460661273999,167.047777777778,NA,NA,"Winter",2.5
"2022-01-11 09:00:00","burrow",18.9127777777778,22.2504025193535,21.119876807055,345.722222222222,NA,NA,"Winter",2.5
"2022-01-11 10:00:00","burrow",24.2333333333333,28.2906218188528,21.0282137203268,481.562222222222,NA,NA,"Winter",2.5
"2022-01-11 11:00:00","open",27.45,32.1505437069193,21.9654426207405,588.963333333333,0.450543706919294,0.450543706919294,"Winter",2.5
"2022-01-11 12:00:00","open",29.6961111111111,34.4767052803179,22.417600064419,617.601111111111,2.77670528031794,2.77670528031794,"Winter",2.5
"2022-01-11 13:00:00","open",30.6755555555556,35.2823546686835,23.0890092067797,575.444444444444,3.58235466868353,3.58235466868353,"Winter",2.5
"2022-01-11 14:00:00","open",29.2794444444444,33.4258432120272,23.763260873869,473.992777777778,1.72584321202719,1.72584321202719,"Winter",2.5
"2022-01-11 15:00:00","open",27.2366666666667,30.6712956906403,24.0081492833371,318.09,1.02870430935973,-1.02870430935973,"Winter",2.5
"2022-01-11 16:00:00","burrow",22.7183333333333,25.3835293579031,23.5301491064328,133.732777777778,NA,NA,"Winter",2.5
"2022-01-11 17:00:00","burrow",18.515,20.3227991734232,22.69068593006,10.3755555555556,NA,NA,"Winter",2.5
"2022-01-12 07:00:00","burrow",11.4455555555556,13.2944134904059,18.0219592050493,27.0811111111111,NA,NA,"Winter",2.5
"2022-01-12 08:00:00","burrow",14.4244444444444,16.8614589937338,19.9131738428508,173.214444444444,NA,NA,"Winter",2.5
"2022-01-12 09:00:00","burrow",18.8005555555556,21.9039153082282,20.5703108653714,284.766666666667,NA,NA,"Winter",2.5
"2022-01-12 10:00:00","burrow",24.0772222222222,28.1068632899727,21.135591680489,447.565555555556,NA,NA,"Winter",2.5
"2022-01-12 11:00:00","open",27.68,32.5604808786197,22.1766934181112,629.542222222222,0.8604808786197,0.8604808786197,"Winter",2.5
"2022-01-12 12:00:00","open",26.2611111111111,30.6368708922572,22.6216066276497,462.66,1.0631291077428,-1.0631291077428,"Winter",2.5
"2022-01-12 13:00:00","open",26.5066666666667,30.9984035053556,23.232671206806,431.700555555556,0.701596494644392,-0.701596494644392,"Winter",2.5
