"round_dt","microhabitat","avg_Tsurface_open","avg_ToSun","avg_ToShade","avg_radiation","de","season","climate_change"
"2020-07-05 09:00:00","Rock-Medium",41.3998611111111,45.5147269876084,36.8716979384588,744.529583333333,0.251761935481348,"Summer",0.5
"2020-07-05 10:00:00","Rock-Medium",45.01,49.8316473945387,39.0058481873117,888.972361111111,0.633504407456257,"Summer",0.5
"2020-07-05 11:00:00","Rock-Medium",48.3897222222222,53.4977590985707,41.0503642747268,975.0525,1.53320236571385,"Summer",0.5
"2020-07-05 12:00:00","burrow",50.2570833333333,55.4280671673263,42.3929073730887,1004.87125,NA,"Summer",0.5
"2020-07-05 13:00:00","burrow",50.1965277777778,55.1779959055972,43.4279296167713,966.615277777778,NA,"Summer",0.5
"2020-07-05 14:00:00","burrow",48.5786111111111,53.1158464519047,43.9345176900127,866.774166666667,NA,"Summer",0.5
"2020-07-05 15:00:00","burrow",45.3529166666667,49.2138688184233,43.9457227772101,713.919444444444,NA,"Summer",0.5
"2020-07-05 16:00:00","burrow",42.9729166666667,45.800693180627,43.6429190950074,530.394166666667,NA,"Summer",0.5
"2020-07-05 17:00:00","burrow",41.2140277777778,42.7434837137431,43.3584917031725,326.650555555556,NA,"Summer",0.5
"2020-07-05 18:00:00","burrow",38.6454166666667,39.0138301824679,41.7660178430088,122.552916666667,NA,"Summer",0.5
"2020-07-06 06:00:00","Rock-Medium",31.5591666666667,32.2441476174895,31.8179216614589,118.148472222222,2.74101465678892,"Summer",0.5
"2020-07-06 07:00:00","open",34.4077777777778,36.285441666678,32.5644005261735,317.746527777778,0.985441666678021,"Summer",0.5
"2020-07-06 08:00:00","Rock-Large",36.88625,39.9812014078842,34.228747263296,521.070416666667,0.814783919267924,"Summer",0.5
"2020-07-06 09:00:00","Bush-Small",40.3684722222222,44.4738260792434,36.1284363596794,707.872361111111,0.0384336999035,"Summer",0.5
"2020-07-06 10:00:00","Rock-Medium",42.9348611111111,47.9157076107332,37.9972090432695,865.316111111111,0.47477967940678,"Summer",0.5
"2020-07-06 11:00:00","Rock-Medium",44.7909722222222,50.2785026300578,39.4872619243151,957.454861111111,1.4665623869565,"Summer",0.5
"2020-07-06 12:00:00","Rock-Medium",46.3376388888889,51.9116076834782,40.2418362040878,982.321944444444,2.02422788240013,"Summer",0.5
"2020-07-06 13:00:00","burrow",46.6145833333333,52.0127961068706,41.3091509143169,948.737083333333,NA,"Summer",0.5
"2020-07-06 14:00:00","burrow",46.50375,51.3252207802902,42.3676024961472,850.657083333333,NA,"Summer",0.5
"2020-07-06 15:00:00","burrow",44.8970833333333,48.8077230843543,43.104798887212,692.625694444444,NA,"Summer",0.5
"2020-07-06 16:00:00","burrow",43.4043055555556,46.2419838588957,43.1783045197942,522.316944444444,NA,"Summer",0.5
"2020-07-06 17:00:00","burrow",41.1138888888889,42.7313989872673,42.6077324457571,319.621527777778,NA,"Summer",0.5
"2020-07-06 18:00:00","burrow",38.9772222222222,39.361208230328,41.3226056245077,124.990138888889,NA,"Summer",0.5
"2020-07-07 06:00:00","burrow",30.7198611111111,31.3693170272505,31.11335524668,122.145138888889,NA,"Summer",0.5
"2020-07-07 07:00:00","open",33.9241666666667,35.8002072626736,31.7329611604594,329.310694444444,0.50020726267357,"Summer",0.5
"2020-07-07 08:00:00","Bush-Large",36.4893055555556,39.6689434410931,33.5310333517144,543.620277777778,0.4177860925898,"Summer",0.5
"2020-07-07 09:00:00","Bush-Small",40.8277777777778,44.9651528083413,36.2102451761267,735.131527777778,0.0189713582913456,"Summer",0.5
"2020-07-07 10:00:00","Rock-Medium",45.3026388888889,50.1359929799145,38.4097567992445,888.979305555556,0.14908003134812,"Summer",0.5
"2020-07-07 11:00:00","Rock-Medium",48.7361111111111,53.8649440694608,40.3722840082724,976.933055555555,0.783463596259452,"Summer",0.5
"2020-07-07 12:00:00","Rock-Medium",50.5041666666667,55.7210538347518,41.7386070506961,1008.44013888889,2.04680297944658,"Summer",0.5
"2020-07-07 13:00:00","burrow",50.6145833333333,55.6392693217562,42.7857559006643,972.184305555556,NA,"Summer",0.5
"2020-07-07 14:00:00","burrow",48.4991666666667,53.1082296989682,43.5006114941102,875.170277777778,NA,"Summer",0.5
"2020-07-07 15:00:00","burrow",45.3033333333333,49.2121758210194,43.2692690045299,719.563611111111,NA,"Summer",0.5
"2020-07-07 16:00:00","burrow",42.7291666666667,45.6127361127174,42.6634307474739,534.453194444445,NA,"Summer",0.5
"2020-07-07 17:00:00","burrow",40.4241666666667,42.1177197009992,42.2084736979293,331.674027777778,NA,"Summer",0.5
"2020-07-07 18:00:00","burrow",38.8018055555556,39.1967814140274,41.4425401365016,128.239722222222,NA,"Summer",0.5
"2020-07-08 06:00:00","Rock-Medium",30.89125,31.435046575414,31.2774466442696,138.078472222222,2.77095214893495,"Summer",0.5
"2020-07-08 07:00:00","open",33.85625,35.8422471093949,32.1406014213039,345.734722222222,0.542247109394928,"Summer",0.5
