"TIMESTAMP","RECORD","Speed_AVG","Direction_AVG","Direction_StDev","Raw_Speed_AVG","Raw_Direction_AVG","Raw_Direction_StDev","Speed_Max","Temperature_Avg","RH_Avg","Dewpoint_T_Avg","Pressure_Avg","Radiation_Avg","Sunshine","IR_Temp_Avg","IRdetectorT_Avg","Batt_Min"
"2020-07-05 08:40:00",10578,1.223,56.46,43.49,1.223,190.5,43.5,3.05,34.86,36.7,18.05,1045.6,726,3.01,40.85,40.37,12.87
"2020-07-05 08:50:00",10579,2.497,105.8,26.27,2.497,239.8,26.26,5.3,35.28,33.24,16.87,1045.507,758.71,3.18,41.36,40.16,12.87
"2020-07-05 09:00:00",10580,3.451,149.4,14.96,3.451,283.4,14.97,5.6,35.73,31.24,16.32,1045.386,752.49,3.35,42.24,40.4,12.88
"2020-07-05 09:10:00",10581,3.509,132.8,16.6,3.509,266.8,16.6,5.27,35.54,32.01,16.59,1045.302,815.84,3.51,42.25,40.34,12.88
"2020-07-05 09:20:00",10582,3.314,126.9,15.64,3.314,261,15.64,5.52,35.81,31.8,16.65,1045.195,789.45,3.68,43.18,40.43,12.88
"2020-07-05 09:30:00",10583,2.996,136.4,17.84,2.996,270.4,17.84,5.03,35.87,32.36,16.95,1045.108,861.84,3.85,44.01,40.53,12.88
"2020-07-05 09:40:00",10584,3.346,137.5,14.32,3.346,271.6,14.35,6.15,35.98,32.51,17.16,1045.005,879.09,4.01,44.72,40.89,12.88
"2020-07-05 09:50:00",10585,3.505,130.9,15.08,3.505,265,15.07,6.09,36.14,33.06,17.55,1044.998,895.24,4.18,45.09,40.93,12.88
"2020-07-05 10:00:00",10586,3.515,143.8,15.01,3.515,277.9,15,4.83,36.2,33.8,17.97,1044.93,912.37,4.35,45.8,40.99,12.88
"2020-07-05 10:10:00",10587,3.219,148.7,11.06,3.219,282.7,11.06,5.6,36.55,33.04,17.89,1044.752,926.73,4.51,46.57,41.38,12.88
"2020-07-05 10:20:00",10588,3.058,160.7,17.33,3.058,294.8,17.34,5.77,36.85,31.94,17.67,1044.672,940.92,4.68,47.04,41.66,12.88
"2020-07-05 10:30:00",10589,2.884,144.8,25.91,2.884,278.9,25.92,5.09,36.92,31.07,17.28,1044.606,956.21,4.85,47.6,41.88,12.88
"2020-07-05 10:40:00",10590,2.247,140.2,25.81,2.247,274.4,25.89,4.09,37.24,29.25,16.61,1044.49,969.44,5.01,48.37,42.29,12.88
"2020-07-05 10:50:00",10591,2.913,129.7,19.95,2.913,264.2,19.85,5.06,37.49,27.93,16.03,1044.335,982.17,5.18,48.49,42.36,12.88
"2020-07-05 11:00:00",10592,2.77,131.6,22.83,2.77,266.2,22.76,4.91,37.82,26.53,15.56,1044.215,991.88,5.35,48.93,42.49,12.88
"2020-07-05 11:10:00",10593,2.53,129.3,30.72,2.53,264.1,30.71,5.03,37.95,25.65,15.22,1044.097,995.47,5.51,49.26,42.82,12.88
"2020-07-05 11:20:00",10594,2.493,101.3,33.04,2.493,236.3,33.06,5.49,38.48,24.52,14.86,1043.98,1003.48,5.68,49.59,42.83,12.88
"2020-07-05 11:30:00",10595,2.218,132.8,42.41,2.218,267.8,42.35,6.07,38.55,24.29,14.89,1043.953,1005.27,5.85,50.03,43.19,12.88
"2020-07-05 11:40:00",10596,1.959,109.5,29.21,1.959,244.5,29.24,3.97,38.98,23.85,14.88,1043.9,1008.22,6.01,50.46,43.68,12.88
"2020-07-05 11:50:00",10597,2.198,125.1,51.11,2.198,260,51.12,4.81,39.09,24.19,15.24,1043.789,1006.1,6.18,50.6,44.13,12.88
"2020-07-05 12:00:00",10598,2.237,62.44,29.38,2.237,197.4,29.36,5.09,38.82,27.46,16.93,1043.582,1003.75,6.35,50.07,43.82,12.88
"2020-07-05 12:10:00",10599,2.313,54.58,26.25,2.313,189.6,26.26,4.89,39.22,25.35,16.06,1043.459,999.41,6.51,50.17,43.6,12.88
"2020-07-05 12:20:00",10600,2.334,60.4,35,2.334,195.4,34.99,4.16,39.29,25.11,16,1043.309,995.2,6.68,50.11,43.6,12.88
"2020-07-05 12:30:00",10601,2.248,90.2,19.88,2.248,225.2,19.86,4.04,39.5,24.05,15.54,1043.23,986.36,6.85,50.33,43.7,12.88
"2020-07-05 12:40:00",10602,1.748,77.81,36.92,1.748,212.7,36.96,4.19,39.75,24.25,15.82,1043.071,974.8,7.01,50.72,44.15,12.88
"2020-07-05 12:50:00",10603,2.492,62.25,15.54,2.492,197.2,15.54,4.24,39.79,23.99,15.67,1042.893,965.89,7.18,49.85,44.16,12.88
"2020-07-05 13:00:00",10604,2.125,74.7,31.71,2.125,209.6,31.7,4.51,39.93,24.46,16.08,1042.762,950.66,7.35,49.98,43.96,12.88
"2020-07-05 13:10:00",10605,1.925,75.23,27.14,1.925,210.2,27.13,4.16,39.87,24.97,16.36,1042.663,932.74,7.51,49.8,44.18,12.88
"2020-07-05 13:20:00",10606,2.12,50.89,24.12,2.12,185.8,24.14,4.13,39.92,25.23,16.61,1042.554,919.23,7.68,49.36,43.99,12.88
"2020-07-05 13:30:00",10607,2.298,64.64,24.12,2.298,199.6,24.13,4.2,39.88,26.42,17.27,1042.392,900.18,7.85,48.9,43.89,12.88
"2020-07-05 13:40:00",10608,1.899,78.81,31.05,1.899,213.8,31.08,4.41,39.92,24.82,16.3,1042.285,884.11,8.01,48.92,43.74,12.87
"2020-07-05 13:50:00",10609,2.046,44.71,25.53,2.046,179.6,25.55,4.54,40.35,25.39,17.02,1042.145,861.37,8.18,48.51,44.15,12.87
"2020-07-05 14:00:00",10610,1.622,96.2,33.58,1.622,231.2,33.58,2.92,40.5,23.91,16.28,1042.052,838.18,8.35,48.6,44.34,12.87
"2020-07-05 14:10:00",10611,2.077,61.14,21.08,2.077,196.1,21.08,4.13,40.56,24.48,16.75,1041.903,812.29,8.51,47.7,44.39,12.87
"2020-07-05 14:20:00",10612,2.349,43.65,22.17,2.349,178.6,22.18,4.25,40.45,25.4,17.13,1041.744,785.43,8.68,46.91,43.98,12.87
"2020-07-05 14:30:00",10613,2.67,57.32,26.19,2.67,192.3,26.18,5.47,40.4,27.15,18.08,1041.605,756.63,8.85,46.4,43.9,12.87
"2020-07-05 14:40:00",10614,2.643,34.53,17.29,2.643,169.5,17.26,5.5,39.83,27.8,18.02,1041.418,735.56,9.01,45.45,43.25,12.87
"2020-07-05 14:50:00",10615,2.668,36.44,18.03,2.668,171.4,18.01,5.04,39.8,27,17.63,1041.355,706.42,9.18,44.95,43.05,12.86
"2020-07-05 15:00:00",10616,2.262,17.25,18.17,2.262,152.2,18.16,4.08,39.96,26.61,17.38,1041.362,676.98,9.35,44.67,43.12,12.86
"2020-07-05 15:10:00",10617,2.005,41.25,20.31,2.005,176.2,20.29,3.57,40.2,26.05,17.3,1041.267,644.89,9.51,44.27,43.29,12.86
"2020-07-05 15:20:00",10618,2.21,31.23,21.77,2.21,166.2,21.73,4.44,40.54,25.11,16.97,1041.207,613.14,9.68,43.98,43.37,12.86
"2020-07-05 15:30:00",10619,2.48,40.26,16.47,2.48,175.2,16.49,4.06,39.98,26.22,17.24,1041.164,581.37,9.85,43.12,42.92,12.86
"2020-07-05 15:40:00",10620,2.317,32.37,16.06,2.317,167.3,16.05,4.01,39.98,25.86,17.06,1041.102,552.18,10.01,42.92,42.61,12.85
"2020-07-05 15:50:00",10621,2.027,14.32,20.95,2.027,149.3,20.96,3.94,40.23,25.8,17.2,1041.119,518.51,10.18,42.97,42.81,12.85
"2020-07-05 16:00:00",10622,2.98,307.7,35.47,2.98,82.7,35.45,4.84,41.22,21.39,15.05,1041.104,489.63,10.35,43.25,43.4,12.85
"2020-07-05 16:10:00",10623,4.562,276.5,11.07,4.562,51.42,11.02,8.53,41.46,19.51,13.98,1040.978,455.46,10.51,42.68,44.06,12.85
"2020-07-05 16:20:00",10624,4.852,263.4,11.99,4.852,38.34,11.97,7.27,41.51,19.18,13.74,1040.888,418.96,10.68,42.27,43.81,12.84
"2020-07-05 16:30:00",10625,4.852,272.9,11.35,4.852,47.87,11.35,8.52,41.27,19.84,13.95,1040.894,384.85,10.85,41.98,43.53,12.84
"2020-07-05 16:40:00",10626,5.43,278.1,10.98,5.43,53.03,10.97,8.41,40.92,20.16,13.92,1040.817,350.55,11.01,41.44,43.16,12.84
"2020-07-05 16:50:00",10627,5.457,268.4,10.6,5.457,43.38,10.6,8.8,40.63,20.05,13.81,1040.851,314.52,11.18,40.94,42.61,12.83
"2020-07-05 17:00:00",10628,5.289,272.3,10.05,5.289,47.28,10.05,8.26,40.49,20.22,13.83,1040.838,277.25,11.35,40.7,42.15,12.83
"2020-07-05 17:10:00",10629,5.393,271.7,8.49,5.393,46.72,8.51,8.02,40.22,21.12,14.15,1040.85,241.37,11.51,40.27,41.79,12.83
"2020-07-05 17:20:00",10630,5.584,268.6,8.22,5.584,43.48,8.2,8.81,39.91,22.51,14.77,1040.833,204.74,11.68,39.78,41.36,12.82
"2020-07-05 17:30:00",10631,6.084,271.8,8.13,6.084,46.8,8.14,9.74,39.46,23.92,15.36,1040.808,172.62,11.85,39.3,40.72,12.82
"2020-07-05 17:40:00",10632,5.944,271.1,9.11,5.944,45.94,9.09,9.39,39.1,24.47,15.52,1040.829,137.09,12.01,38.85,40.07,12.82
"2020-07-05 17:50:00",10633,5.393,276.4,8.73,5.393,51.03,8.71,9.41,38.76,25.72,15.83,1040.801,108.93,12.02,38.55,39.49,12.81
"2020-07-05 18:00:00",10634,5.617,268.3,11.12,5.617,42.79,11.17,9.42,38.49,26.63,16.27,1040.779,83,12.02,38.13,39.02,12.81
"2020-07-05 18:10:00",10635,5.771,267,9.58,5.771,41.33,9.53,8.42,38.19,28.25,16.82,1040.726,58.78,12.02,37.73,38.56,12.81
"2020-07-05 18:20:00",10636,5.496,266,9.33,5.496,40.16,9.34,8.54,37.8,30.13,17.55,1040.714,32.93,12.02,37.3,38.09,12.81
"2020-07-05 18:30:00",10637,5.216,269.4,9.23,5.216,43.42,9.24,8.61,37.53,31.38,17.92,1040.731,20.75,12.02,36.95,37.67,12.8
"2020-07-05 18:40:00",10638,5.363,273.1,8.99,5.363,47.19,8.99,8.4,37.21,32.68,18.29,1040.756,11.78,12.02,36.57,37.27,12.8
"2020-07-05 18:50:00",10639,5.863,279,7.478,5.863,52.97,7.472,9.61,36.99,32.98,18.28,1040.722,4.8,12.02,36.23,36.95,12.79
"2020-07-05 19:00:00",10640,5.412,275,7.937,5.412,49.09,7.925,8.54,36.76,33.83,18.46,1040.817,1.41,12.02,35.95,36.65,12.79
"2020-07-05 19:10:00",10641,4.959,268.6,9.42,4.959,42.65,9.43,7.78,36.63,34,18.48,1040.872,0,12.02,35.74,36.42,12.79
"2020-07-05 19:20:00",10642,4.785,270.9,9.54,4.785,44.96,9.51,7.92,36.5,34,18.23,1040.91,0,12.02,35.49,36.24,12.78
"2020-07-05 19:30:00",10643,4.832,269.8,11.08,4.832,43.84,11.06,7.47,36.36,34.25,18.29,1041.039,0,12.02,35.26,36.07,12.78
"2020-07-05 19:40:00",10644,4.098,275.7,12.2,4.098,49.68,12.2,7.13,36.12,34.99,18.3,1041.212,0,12.02,35.04,35.86,12.77
"2020-07-05 19:50:00",10645,4.862,268.9,12.81,4.862,42.95,12.82,7.6,35.93,35.05,18.33,1041.284,0,12.02,34.83,35.65,12.78
"2020-07-05 20:00:00",10646,4.756,265.2,10.8,4.756,39.27,10.82,9,35.74,36,18.41,1041.37,0,12.02,34.62,35.45,12.78
"2020-07-05 20:10:00",10647,4.078,279.1,12.69,4.078,53.13,12.69,6.8,35.51,36.36,18.54,1041.565,0,12.02,34.42,35.24,12.78
"2020-07-05 20:20:00",10648,5.029,277,16.65,5.029,51.03,16.65,11.29,35.46,35.58,18.1,1041.628,0.26,12.02,34.34,35.06,12.78
"2020-07-05 20:30:00",10649,4.664,283.1,23.72,4.664,57.11,23.72,11.08,35.35,36.1,18.2,1041.733,0.11,12.02,34.2,34.96,12.77
"2020-07-05 20:40:00",10650,3.615,280.3,25.05,3.615,54.29,25.05,7.14,35.18,36.48,18.23,1041.869,0.03,12.02,34.02,34.83,12.77
"2020-07-05 20:50:00",10651,3.059,291.3,15.75,3.059,65.28,15.75,6.14,35.17,36.25,18.16,1042.043,0.24,12.02,33.93,34.7,12.77
"2020-07-05 21:00:00",10652,2.995,284.7,13.24,2.995,58.73,13.25,5.71,34.83,37.49,18.39,1042.213,0,12.02,33.76,34.48,12.76
"2020-07-05 21:10:00",10653,3.456,284.6,14.36,3.456,58.63,14.36,6.16,34.66,38.08,18.5,1042.298,0.22,12.02,33.69,34.26,12.76
"2020-07-05 21:20:00",10654,4.452,274.8,11.08,4.452,48.78,11.08,6.79,34.28,40.41,19.07,1042.326,0,12.02,33.47,34.08,12.76
"2020-07-05 21:30:00",10655,4.483,267.3,11.26,4.483,41.29,11.26,7.22,33.99,41.8,19.34,1042.383,0.1,12.02,33.27,33.8,12.75
"2020-07-05 21:40:00",10656,4.354,269.6,8.97,4.354,43.55,8.97,6.77,33.65,43.31,19.65,1042.493,0,12.02,33.1,33.51,12.75
"2020-07-05 21:50:00",10657,3.773,271.8,11.68,3.773,45.78,11.7,6.55,33.7,42.86,19.44,1042.5,0.26,12.02,33.06,33.35,12.75
"2020-07-05 22:00:00",10658,4.302,272.3,8.59,4.302,46.28,8.59,6.52,33.51,43.38,19.51,1042.597,0,12.02,32.9,33.27,12.74
"2020-07-05 22:10:00",10659,5.074,276.5,8.53,5.074,50.53,8.53,7.32,33.16,45.24,19.86,1042.513,0,12.02,32.62,33.05,12.74
"2020-07-05 22:20:00",10660,5.019,275.2,7.889,5.019,49.24,7.889,7.67,32.94,46.25,20.05,1042.588,0,12.02,32.47,32.81,12.74
"2020-07-05 22:30:00",10661,4.649,267.4,7.942,4.649,41.35,7.942,6.76,32.77,46.98,20.13,1042.601,0,12.02,32.3,32.6,12.73
"2020-07-05 22:40:00",10662,4.762,266.9,8.65,4.762,40.89,8.66,7.33,32.72,46.66,19.97,1042.576,0.03,12.02,32.19,32.48,12.73
"2020-07-05 22:50:00",10663,3.895,267.4,10.37,3.895,41.35,10.37,6.71,32.74,46.13,19.81,1042.598,0,12.02,32.13,32.42,12.73
"2020-07-05 23:00:00",10664,4.225,264.5,11.26,4.225,38.5,11.26,6.79,32.63,46.87,19.93,1042.679,0.06,12.02,32.02,32.35,12.73
"2020-07-05 23:10:00",10665,4.1,259.9,9.97,4.1,33.91,9.96,6.34,32.48,47.51,20,1042.673,0,12.02,31.9,32.21,12.72
"2020-07-05 23:20:00",10666,4.104,265.2,9.06,4.104,39.17,9.06,6.62,32.38,47.54,19.95,1042.7,0,12.02,31.83,32.12,12.72
"2020-07-05 23:30:00",10667,4.158,264.4,10.9,4.158,38.41,10.9,6.2,32.27,48.01,20,1042.7,0.02,12.02,31.75,32.01,12.72
"2020-07-05 23:40:00",10668,3.726,264.2,8.89,3.726,38.22,8.89,5.93,32.23,48.09,20,1042.675,0,12.02,31.68,31.94,12.72
"2020-07-05 23:50:00",10669,3.833,264.4,11.41,3.833,38.45,11.41,6.31,32.2,47.78,19.87,1042.609,0.14,12.02,31.62,31.88,12.71
"2020-07-06 00:00:00",10670,4.191,271.4,11.25,4.191,45.36,11.25,7.26,32.02,48.68,20.02,1042.602,0.14,12.02,31.48,31.8,12.71
"2020-07-06 00:10:00",10671,4.17,272,11.96,4.17,45.97,11.96,7.52,31.83,49.58,20.11,1042.684,0.01,12.02,31.36,31.62,12.71
"2020-07-06 00:20:00",10672,4.272,272.5,12.14,4.272,46.53,12.14,7.61,31.75,50.28,20.26,1042.697,0.03,12.02,31.29,31.51,12.71
"2020-07-06 00:30:00",10673,4.19,273.3,9.42,4.19,47.31,9.41,7.29,31.6,51.01,20.43,1042.689,0,12.02,31.23,31.39,12.7
"2020-07-06 00:40:00",10674,3.819,271.8,9.54,3.819,45.82,9.54,6.58,31.58,51.64,20.46,1042.7,0.05,12.02,31.19,31.31,12.7
"2020-07-06 00:50:00",10675,3.22,275.5,15.69,3.22,49.49,15.69,6.03,31.73,50.34,20.27,1042.805,0.28,12.02,31.19,31.3,12.7
"2020-07-06 01:00:00",10676,3.72,277,16.51,3.72,51.03,16.51,6.91,31.53,51.98,20.62,1042.85,0.04,12.02,31.08,31.25,12.7
"2020-07-06 01:10:00",10677,3.119,279.5,14.5,3.119,53.45,14.5,6.3,31.48,52.25,20.64,1042.848,0.26,12.02,31.06,31.18,12.69
"2020-07-06 01:20:00",10678,3.501,267.7,14.01,3.501,41.72,14.01,6.25,31.5,52.49,20.77,1042.872,0.19,12.02,31.02,31.16,12.69
"2020-07-06 01:30:00",10679,3.798,275.1,10.16,3.798,49.06,10.15,6.73,31.39,53.56,20.9,1042.833,0.16,12.02,30.93,31.09,12.69
"2020-07-06 01:40:00",10680,3.696,270.3,10.75,3.696,44.32,10.75,6.19,31.37,53.64,20.93,1042.809,0.06,12.02,30.88,31.04,12.69
"2020-07-06 01:50:00",10681,3.038,274.5,13.03,3.038,48.46,13.01,5.18,31.34,53.42,20.88,1042.848,0.01,12.02,30.82,31,12.69
"2020-07-06 02:00:00",10682,3.602,281.5,10.6,3.602,55.5,10.6,5.97,31.31,53.79,20.86,1042.917,0.12,12.02,30.8,30.95,12.68
"2020-07-06 02:10:00",10683,3.027,263.9,21.31,3.027,37.86,21.32,5.01,31.35,53.17,20.88,1043.004,0.24,12.02,30.78,30.95,12.68
"2020-07-06 02:20:00",10684,3.704,274.4,11.09,3.704,48.38,11.08,6.68,31.31,53.21,20.81,1043.008,0.27,0,30.7,30.94,12.68
"2020-07-06 02:30:00",10685,2.328,273.6,15.1,2.328,47.61,15.1,4.59,31.29,53.43,20.82,1043.083,0.06,0,30.68,30.9,12.68
"2020-07-06 02:40:00",10686,2.438,250.3,39.76,2.438,24.35,39.76,5.69,31.36,52.88,20.75,1043.048,0.58,0,30.71,30.88,12.67
"2020-07-06 02:50:00",10687,2.581,261,18.38,2.581,35.02,18.38,5.46,31.36,52.85,20.77,1043.081,0.58,0,30.67,30.89,12.67
"2020-07-06 03:00:00",10688,2.329,277.3,12.33,2.329,51.32,12.34,4.54,31.34,53.06,20.86,1043.1,0.45,0,30.64,30.89,12.67
"2020-07-06 03:10:00",10689,2.629,264.1,10.23,2.629,38.07,10.22,6.01,31.32,53.83,20.91,1043.133,0.27,0,30.61,30.88,12.67
"2020-07-06 03:20:00",10690,2.108,262.7,15.28,2.108,36.75,15.28,4.39,31.36,53.58,20.92,1043.151,0.34,0,30.61,30.86,12.67
"2020-07-06 03:30:00",10691,1.677,259.6,22.75,1.677,33.55,22.75,3.15,31.4,53.85,21,1043.22,0.41,0,30.6,30.86,12.66
"2020-07-06 03:40:00",10692,1.348,210.8,19.52,1.348,344.8,19.51,2.3,31.21,54,20.92,1043.3,0.04,0,30.52,30.78,12.66
"2020-07-06 03:50:00",10693,1.016,218.4,39.59,1.016,352.4,39.59,2.02,31.21,54.09,21,1043.285,0.64,0,30.54,30.67,12.66
"2020-07-06 04:00:00",10694,0.923,182.8,19.03,0.923,316.8,19.04,1.63,31.13,54.21,20.94,1043.3,0.99,0,30.5,30.58,12.66
"2020-07-06 04:10:00",10695,0.424,239.6,33.93,0.424,13.58,33.93,0.83,31.16,54.01,20.91,1043.348,1,0,30.4,30.46,12.66
"2020-07-06 04:20:00",10696,0.627,259.6,47.91,0.627,33.54,47.92,1.6,31.12,53.69,20.78,1043.416,1.82,0,30.43,30.29,12.66
"2020-07-06 04:30:00",10697,1.989,268.5,19.3,1.989,42.47,19.29,4.29,30.96,53,20.5,1043.4,2.23,0,30.42,30.26,12.65
"2020-07-06 04:40:00",10698,2.055,262.6,15.44,2.055,36.63,15.45,4.16,30.95,53.26,20.5,1043.432,3.38,0,30.35,30.34,12.65
"2020-07-06 04:50:00",10699,2.594,257.9,27.35,2.594,31.89,27.35,4.96,30.9,53.32,20.42,1043.456,7.63,0,30.32,30.4,12.65
"2020-07-06 05:00:00",10700,3.219,282.8,19.63,3.219,56.84,19.63,6.63,30.95,53,20.34,1043.46,16.4,0,30.39,30.49,12.65
"2020-07-06 05:10:00",10701,2.655,257.7,17.68,2.655,31.75,17.67,4.47,31.02,53,20.4,1043.5,29.11,0,30.45,30.62,12.65
"2020-07-06 05:20:00",10702,2.338,231.4,9.38,2.338,5.415,9.38,3.85,31.01,53.14,20.5,1043.557,49.13,0,30.61,30.78,12.65
"2020-07-06 05:30:00",10703,2.823,238.7,8.16,2.823,12.68,8.16,4.52,31.03,54,20.78,1043.6,72.61,0,30.87,30.98,12.64
"2020-07-06 05:40:00",10704,2.389,225.9,9.59,2.389,359.9,9.59,3.92,31.13,54,20.89,1043.615,98.3,0,31.2,31.25,12.64
"2020-07-06 05:50:00",10705,2.376,202.9,9.12,2.376,336.9,9.12,3.93,31.26,53.89,20.88,1043.7,125.93,0.11,31.67,31.72,12.64
"2020-07-06 06:00:00",10706,2.104,202,12.21,2.104,335.9,12.21,2.93,31.42,54,21.05,1043.744,158.08,0.28,32.16,32.17,12.64
"2020-07-06 06:10:00",10707,2.285,203.8,11.46,2.285,337.8,11.46,3.4,31.56,53.97,21.17,1043.7,195.1,0.45,32.71,32.59,12.64
"2020-07-06 06:20:00",10708,1.9,157.8,17.53,1.9,291.8,17.54,2.67,31.74,53.06,21.09,1043.7,213.14,0.61,33.21,33.06,12.64
"2020-07-06 06:30:00",10709,2.067,171.4,31.32,2.067,305.4,31.33,3.29,32,52.61,21.23,1043.753,260.86,0.78,33.84,33.5,12.64
"2020-07-06 06:40:00",10710,2.279,188.4,18.68,2.279,322.5,18.69,3.97,32.17,52.51,21.36,1043.741,294.9,0.95,34.44,34.17,12.63
"2020-07-06 06:50:00",10711,3.241,207.3,10.35,3.241,341.3,10.35,4.62,32.26,52.75,21.47,1043.751,328.76,1.11,34.41,34.26,12.63
"2020-07-06 07:00:00",10712,2.96,205.6,11.02,2.96,339.6,11.02,4.98,32.48,52.06,21.51,1043.761,369.22,1.28,34.66,34.34,12.63
"2020-07-06 07:10:00",10713,3.092,207.4,12.41,3.092,341.4,12.42,4.5,32.7,50.96,21.41,1043.8,407.57,1.45,34.98,34.48,12.63
"2020-07-06 07:20:00",10714,2.825,213.4,15.28,2.825,347.5,15.26,4.71,32.99,49.86,21.27,1043.8,427.89,1.61,35.54,34.99,12.63
"2020-07-06 07:30:00",10715,2.933,210.2,14.7,2.933,344.3,14.68,5.19,33.13,48.95,21.11,1043.797,463.65,1.78,35.9,35.73,12.63
"2020-07-06 07:40:00",10716,2.747,212.8,17.28,2.747,346.8,17.28,4.34,33.34,48.53,21.16,1043.763,510.11,1.95,36.57,36.3,12.63
"2020-07-06 07:50:00",10717,3.374,208.1,15.99,3.374,342.1,15.99,5.86,33.38,48.28,21.13,1043.711,512.56,2.11,36.96,36.59,12.63
"2020-07-06 08:00:00",10718,3.258,225.2,21.36,3.258,359.2,21.36,5.46,33.74,47.33,21.14,1043.698,570.2,2.28,37.71,36.82,12.63
"2020-07-06 08:10:00",10719,3.422,222.3,14.02,3.422,356.3,14.02,5.82,33.86,46.89,21.08,1043.666,602.35,2.45,38.31,37.1,12.63
"2020-07-06 08:20:00",10720,3.411,195.7,25.84,3.411,329.7,25.84,5.97,33.98,47.1,21.26,1043.536,643.06,2.61,38.97,37.53,12.63
"2020-07-06 08:30:00",10721,3.855,176.3,14.83,3.855,310.3,14.83,6.97,34.2,46.75,21.35,1043.476,675.79,2.78,39.56,38.03,12.63
"2020-07-06 08:40:00",10722,4.789,166.3,10.17,4.789,300.4,10.17,7.7,34.08,46.82,21.22,1043.4,693.78,2.95,39.83,38.24,12.63
"2020-07-06 08:50:00",10723,4.257,168.6,15.13,4.257,302.7,15.13,7.69,34.38,45.78,21.17,1043.38,728.96,3.11,40.71,38.46,12.63
"2020-07-06 09:00:00",10724,4.971,168.9,13.04,4.971,302.9,13.04,7.73,34.84,44.55,21.14,1043.298,712.15,3.28,41.17,38.82,12.63
"2020-07-06 09:10:00",10725,5.557,168.8,11.7,5.557,302.9,11.7,8.77,35.04,44.13,21.16,1043.231,784.73,3.45,41.49,38.84,12.63
"2020-07-06 09:20:00",10726,5.446,171.5,11.1,5.446,305.5,11.07,8.57,35.24,43.45,21.11,1043.106,776.34,3.61,42.19,39.15,12.63
"2020-07-06 09:30:00",10727,6.048,166,10.41,6.048,300.1,10.42,9.15,35.47,42.84,21.07,1043.082,831.01,3.78,42.54,39.33,12.63
"2020-07-06 09:40:00",10728,6.456,157.8,11.56,6.456,291.8,11.56,10.04,35.38,43.47,21.23,1042.999,854.11,3.95,42.78,39.28,12.63
"2020-07-06 09:50:00",10729,6.596,154.3,9.61,6.596,288.4,9.63,9.86,35.34,43.7,21.26,1042.932,873.02,4.11,43.15,39.19,12.63
"2020-07-06 10:00:00",10730,7.018,143.7,9.14,7.018,277.7,9.13,10.96,35.39,43.36,21.21,1042.812,895.07,4.28,42.97,38.76,12.63
"2020-07-06 10:10:00",10731,6.902,148.8,9.57,6.902,282.8,9.57,10.01,35.77,42.39,21.16,1042.752,913.73,4.45,43.8,38.87,12.63
"2020-07-06 10:20:00",10732,6.872,146.8,8.97,6.872,280.9,9.02,11.25,35.83,42.13,21.11,1042.694,926.71,4.61,43.88,38.93,12.63
"2020-07-06 10:30:00",10733,6.873,146.1,8.63,6.873,280.2,8.64,9.5,36.05,41.46,21.06,1042.639,939.13,4.78,44.24,39.02,12.62
"2020-07-06 10:40:00",10734,6.329,144,10.07,6.329,278,10.07,9.55,36.52,40.53,21.11,1042.579,951.76,4.95,44.81,39.3,12.62
"2020-07-06 10:50:00",10735,6.883,145.6,9.89,6.883,279.7,9.88,10.64,36.61,40.11,21.09,1042.434,964.49,5.11,44.94,39.63,12.62
"2020-07-06 11:00:00",10736,7.158,146.8,10.02,7.158,280.9,10,9.89,36.55,40.55,21.15,1042.362,973.16,5.28,44.8,39.47,12.62
"2020-07-06 11:10:00",10737,6.595,151.7,12.3,6.595,285.7,12.29,9.7,36.88,39.89,21.15,1042.351,977.5,5.45,45.56,39.8,12.62
"2020-07-06 11:20:00",10738,6.506,157.1,10.19,6.506,291.2,10.2,9.98,37.07,38.97,20.98,1042.247,986.74,5.61,45.96,40.17,12.63
"2020-07-06 11:30:00",10739,6.48,149.7,11.23,6.48,283.7,11.22,10.31,37.32,38.45,20.99,1042.103,985.77,5.78,45.96,40.47,12.62
"2020-07-06 11:40:00",10740,5.94,143,11.78,5.94,277,11.76,9.24,37.46,38.12,20.96,1041.956,984.44,5.95,46.2,40.58,12.62
"2020-07-06 11:50:00",10741,6.038,147,12.17,6.038,281,12.17,9.49,37.99,37.13,21.03,1041.785,982.77,6.11,46.59,40.97,12.62
"2020-07-06 12:00:00",10742,6.057,150.3,11.18,6.057,284.5,11.21,9.83,38.1,36.82,20.97,1041.717,979.74,6.28,46.73,41.32,12.62
"2020-07-06 12:10:00",10743,6.312,141.6,10.94,6.312,275.7,10.94,9.2,38.38,36.16,20.94,1041.56,977.07,6.45,46.48,41.42,12.62
"2020-07-06 12:20:00",10744,6.016,140.7,12.19,6.016,275.2,12.24,9.23,38.86,35.06,20.85,1041.431,970.01,6.61,46.8,41.58,12.62
"2020-07-06 12:30:00",10745,6.168,143.1,10.3,6.168,277.6,10.34,9.3,39,34.77,20.81,1041.29,965.42,6.78,46.77,41.93,12.62
"2020-07-06 12:40:00",10746,6.294,133.4,10.74,6.294,267.8,10.76,9.09,38.94,34.49,20.64,1041.162,957.91,6.95,46.37,41.72,12.62
"2020-07-06 12:50:00",10747,6.319,143.1,14.47,6.319,277.6,14.41,10.04,39.55,33.05,20.53,1040.959,947.77,7.11,46.78,41.95,12.62
