round_dt,Date,Time,iButton_Temp,Time_Date,Object,Size,Month,Season,RECORD,Speed_AVG,Direction_AVG,Direction_StDev,Raw_Speed_AVG,Raw_Direction_AVG,Raw_Direction_StDev,Speed_Max,Temperature_Avg,RH_Avg,Dewpoint_T_Avg,Pressure_Avg,Radiation_Avg,Sunshine,IR_Temp_Avg,IRdetectorT_Avg,Batt_Min
26/01/2022 2:30,26/01/2022,2:30,20.5,1/26/22 2:37:00 PM,Bush,Medium,1,Winter,34249,2.247,268.1,10.64,2.247,283.1,10.64,3.65,13.01,46.95,2.066,1062.269,0.85,0,9.91,10.8,12.57
26/01/2022 3:30,26/01/2022,3:30,15.5,1/26/22 3:37:00 PM,Bush,Medium,1,Winter,34253,1.87,269.8,10.56,1.87,284.8,10.55,3.09,12.85,44.52,1.172,1061.987,0.23,0,9.58,11.28,12.55
26/01/2022 3:30,26/01/2022,3:30,15.5,1/26/22 3:37:00 PM,Bush,Medium,1,Winter,34254,1.967,270.9,15.3,1.967,286,15.29,3.29,12.99,43.75,1.083,1061.839,0.44,0,9.68,11.25,12.55
26/01/2022 3:30,26/01/2022,3:30,15.5,1/26/22 3:37:00 PM,Bush,Medium,1,Winter,34255,2.523,275.3,11.41,2.523,290.3,11.42,4.42,13.14,42.9,0.947,1061.8,0.44,0,9.78,11.37,12.54
26/01/2022 4:30,26/01/2022,4:30,13,1/26/22 4:37:00 PM,Bush,Medium,1,Winter,34259,1.197,207.2,23.12,1.197,222.2,23.12,1.88,12.46,45.98,1.282,1061.61,0.81,0,8.98,10.72,12.53
26/01/2022 4:30,26/01/2022,4:30,13,1/26/22 4:37:00 PM,Bush,Medium,1,Winter,34260,1.017,235.2,14.6,1.017,250.2,14.59,1.71,12.41,46.34,1.359,1061.6,0.61,0,8.88,10.43,12.52
26/01/2022 4:30,26/01/2022,4:30,13,1/26/22 4:37:00 PM,Bush,Medium,1,Winter,34261,0.994,214.3,19.28,0.994,229.3,19.27,2.02,12.13,45.76,0.896,1061.594,0.42,0,8.83,10.16,12.52
26/01/2022 8:30,26/01/2022,8:30,14.5,1/26/22 8:37:00 AM,Bush,Medium,1,Winter,34283,2.147,190.4,10.55,2.147,205.4,10.55,3.77,13.34,45.52,1.97,1061.965,277.95,0.89,12.32,14.33,13.59
26/01/2022 8:30,26/01/2022,8:30,14.5,1/26/22 8:37:00 AM,Bush,Medium,1,Winter,34284,2.371,190.7,11.22,2.371,205.7,11.22,3.78,13.56,45.05,1.973,1062,314.4,1.05,13.2,14.42,13.82
26/01/2022 8:30,26/01/2022,8:30,14.5,1/26/22 8:37:00 AM,Bush,Medium,1,Winter,34285,3.502,173.8,8.03,3.502,188.8,8.03,5.23,13.7,43.94,1.786,1062,340.73,1.22,13.7,14.44,13.88
26/01/2022 9:30,26/01/2022,9:30,16,1/26/22 9:37:00 AM,Bush,Medium,1,Winter,34289,3.757,161.5,8.07,3.757,176.5,8.07,5.36,15.06,38.47,1.188,1061.83,467.3,1.89,16.55,15.89,13.83
26/01/2022 9:30,26/01/2022,9:30,16,1/26/22 9:37:00 AM,Bush,Medium,1,Winter,34290,4.004,158.7,7.776,4.004,173.7,7.768,5.69,15.32,37.76,1.098,1061.671,471.18,2.05,17.07,16.21,13.8
26/01/2022 9:30,26/01/2022,9:30,16,1/26/22 9:37:00 AM,Bush,Medium,1,Winter,34291,4.255,155.8,7.932,4.255,170.8,7.947,7.52,15.57,37.4,1.252,1061.539,520.87,2.22,17.63,16.55,13.8
26/02/2022 1:30,26/02/2022,1:30,21,2/26/22 1:37:00 PM,Bush,Medium,2,Winter,38705,3.807,219.7,13.85,3.807,233.7,13.85,6.72,17.81,57.46,9.41,1061.485,0.22,9.1,15.53,16.89,12.73
26/02/2022 1:30,26/02/2022,1:30,21,2/26/22 1:37:00 PM,Bush,Medium,2,Winter,38706,2.291,163.5,69.3,2.291,177.5,69.3,5.97,17.87,57,9.38,1061.581,0,9.1,15.4,16.93,12.72
26/02/2022 1:30,26/02/2022,1:30,21,2/26/22 1:37:00 PM,Bush,Medium,2,Winter,38707,2.564,191.6,45.77,2.564,205.6,45.77,6.33,17.86,56.3,9.2,1061.602,0.52,9.1,15.51,16.9,12.72
26/02/2022 10:30,26/02/2022,10:30,22.5,2/26/22 10:37:00 AM,Bush,Medium,2,Winter,38759,3.642,163.1,16.74,3.642,177.1,16.74,5.58,20.16,46.85,8.6,1065.194,358.69,2.61,22.02,21.13,13.67
26/02/2022 10:30,26/02/2022,10:30,22.5,2/26/22 10:37:00 AM,Bush,Medium,2,Winter,38760,3.298,172,12.82,3.298,186,12.85,5.47,20.23,46.92,8.66,1065.146,249.95,2.77,21.43,21.19,13.67
26/02/2022 10:30,26/02/2022,10:30,22.5,2/26/22 10:37:00 AM,Bush,Medium,2,Winter,38761,2.733,174.6,16.51,2.733,188.6,16.5,4.9,20.15,47.5,8.76,1065.1,255.3,2.94,21.52,21.06,13.67
26/02/2022 11:30,26/02/2022,11:30,21,2/26/22 11:37:00 AM,Bush,Medium,2,Winter,38765,2.372,207.8,22.73,2.372,221.8,22.72,5.36,20.13,47.74,8.81,1065.007,128.46,3.61,20.72,20.86,13.67
26/02/2022 11:30,26/02/2022,11:30,21,2/26/22 11:37:00 AM,Bush,Medium,2,Winter,38766,2.354,243.7,20.2,2.354,257.8,20.16,4.31,20.09,48.09,8.94,1065,131.38,3.77,20.75,20.89,13.67
26/02/2022 11:30,26/02/2022,11:30,21,2/26/22 11:37:00 AM,Bush,Medium,2,Winter,38767,3.565,222.1,11.93,3.565,236.1,11.94,5.48,20.01,49.55,9.24,1065,137.09,3.94,20.6,20.79,13.67
26/02/2022 12:30,26/02/2022,12:30,21,2/26/22 12:37:00 PM,Bush,Medium,2,Winter,38771,2.259,205.2,10.75,2.259,219.2,10.75,4.05,20,49.04,9.14,1064.769,137.87,4.61,20.66,20.59,13.68
26/02/2022 12:30,26/02/2022,12:30,21,2/26/22 12:37:00 PM,Bush,Medium,2,Winter,38772,1.784,184.9,21.98,1.784,198.9,22,3.67,19.93,49.07,9.12,1064.713,140.8,4.77,20.66,20.59,13.65
26/02/2022 12:30,26/02/2022,12:30,21,2/26/22 12:37:00 PM,Bush,Medium,2,Winter,38773,1.637,216.4,19.23,1.637,230.4,19.23,3.54,20.04,49.01,9.18,1064.619,141.94,4.94,20.81,20.64,13.65
26/02/2022 2:30,26/02/2022,2:30,21,2/26/22 2:37:00 PM,Bush,Medium,2,Winter,38711,2.104,144.6,13.45,2.104,158.6,13.45,4.39,17.79,55.94,8.96,1061.57,0.05,0,15.72,17.02,12.7
26/02/2022 2:30,26/02/2022,2:30,21,2/26/22 2:37:00 PM,Bush,Medium,2,Winter,38712,2.608,151.1,19.23,2.608,165.1,19.22,6.11,17.72,55.84,8.9,1061.536,0.33,0,15.55,17,12.7
26/02/2022 2:30,26/02/2022,2:30,21,2/26/22 2:37:00 PM,Bush,Medium,2,Winter,38713,3.797,150.9,20.47,3.797,164.9,20.48,6.31,17.66,55.74,8.81,1061.387,0.66,0,16.08,16.97,12.69
26/02/2022 3:30,26/02/2022,3:30,21,2/26/22 3:37:00 PM,Bush,Medium,2,Winter,38717,2.517,149.1,19.87,2.517,163.1,19.87,3.81,17.55,55.78,8.7,1061.434,0.15,0,16.04,16.95,12.67
26/02/2022 3:30,26/02/2022,3:30,21,2/26/22 3:37:00 PM,Bush,Medium,2,Winter,38718,2.86,147.4,10.64,2.86,161.4,10.64,4.36,17.45,55.93,8.63,1061.563,0.18,0,16.06,16.92,12.67
26/02/2022 3:30,26/02/2022,3:30,21,2/26/22 3:37:00 PM,Bush,Medium,2,Winter,38719,2.76,148.9,16.01,2.76,162.9,16.01,5.23,17.48,55.74,8.64,1061.574,0.22,0,15.94,16.87,12.66
26/02/2022 4:30,26/02/2022,4:30,20.5,2/26/22 4:37:00 PM,Bush,Medium,2,Winter,38723,2.599,176.5,30.39,2.599,190.5,30.39,7.52,17.86,54.05,8.52,1061.677,0.2,0,15.25,16.91,12.65
26/02/2022 4:30,26/02/2022,4:30,20.5,2/26/22 4:37:00 PM,Bush,Medium,2,Winter,38724,3.168,178.8,22.9,3.168,192.8,22.9,5.65,17.57,54.76,8.47,1061.681,0.02,0,14.9,16.82,12.64
26/02/2022 4:30,26/02/2022,4:30,20.5,2/26/22 4:37:00 PM,Bush,Medium,2,Winter,38725,3.433,174.2,10.96,3.433,188.2,10.95,5.68,17.39,55.45,8.5,1061.726,0.11,0,14.86,16.61,12.64
26/02/2022 5:30,26/02/2022,5:30,19,2/26/22 5:37:00 PM,Bush,Medium,2,Winter,38729,1.738,195.9,44.12,1.738,209.9,44.12,4.06,17.56,53.87,8.2,1062.363,0.98,0,14.92,16.3,12.62
26/02/2022 5:30,26/02/2022,5:30,19,2/26/22 5:37:00 PM,Bush,Medium,2,Winter,38730,2.16,165.9,17.75,2.16,179.9,17.75,3.99,17.51,54.05,8.22,1062.594,0.43,0,14.7,16.42,12.61
26/02/2022 5:30,26/02/2022,5:30,19,2/26/22 5:37:00 PM,Bush,Medium,2,Winter,38731,1.784,170.4,23.99,1.784,184.4,24,4.01,17.16,55.33,8.21,1062.692,0.01,0,14.58,16.3,12.61
26/02/2022 7:30,26/02/2022,7:30,17.5,2/26/22 7:37:00 AM,Bush,Medium,2,Winter,38741,2.136,177.9,17.04,2.136,191.9,17.05,3.67,17.81,56,9.02,1064.119,112.23,0.15,17.19,17.58,13.15
26/02/2022 7:30,26/02/2022,7:30,17.5,2/26/22 7:37:00 AM,Bush,Medium,2,Winter,38742,2.13,194.1,15.76,2.13,208.1,15.76,3.59,17.84,56,9,1064.163,82.49,0.15,16.98,17.68,13.13
26/02/2022 7:30,26/02/2022,7:30,17.5,2/26/22 7:37:00 AM,Bush,Medium,2,Winter,38743,1.942,175.6,15.52,1.942,189.6,15.54,4.01,17.95,55.41,9.01,1064.295,103.39,0.15,17.04,17.74,13.16
26/02/2022 8:30,26/02/2022,8:30,21,2/26/22 8:37:00 AM,Bush,Medium,2,Winter,38747,3.877,170.2,15.76,3.877,184.2,15.76,6.48,18.25,53.04,8.65,1064.824,201.81,0.61,17.3,18.28,13.43
26/02/2022 8:30,26/02/2022,8:30,21,2/26/22 8:37:00 AM,Bush,Medium,2,Winter,38748,4.026,162.1,13.2,4.026,176.1,13.2,6.23,18.46,52.66,8.7,1064.975,299.94,0.77,18.45,18.53,13.74
26/02/2022 8:30,26/02/2022,8:30,21,2/26/22 8:37:00 AM,Bush,Medium,2,Winter,38749,3.93,155.1,15.67,3.93,169.1,15.69,5.88,18.85,51.76,8.8,1064.969,235.2,0.94,19.04,19.05,13.67
26/02/2022 9:30,26/02/2022,9:30,21,2/26/22 9:37:00 AM,Bush,Medium,2,Winter,38753,3.97,162.7,11.41,3.97,176.7,11.45,7.87,19.05,50.77,8.7,1065.322,363.56,1.61,19.47,19.34,13.71
26/02/2022 9:30,26/02/2022,9:30,21,2/26/22 9:37:00 AM,Bush,Medium,2,Winter,38754,4.269,170.3,11.06,4.269,184.3,11.06,7.28,19.4,49.52,8.69,1065.479,387.85,1.77,20.65,19.95,13.69
26/02/2022 9:30,26/02/2022,9:30,21,2/26/22 9:37:00 AM,Bush,Medium,2,Winter,38755,4.184,172.9,10.37,4.184,186.9,10.41,6.95,19.4,49.07,8.52,1065.395,294.63,1.94,20.1,20.1,13.69
27/01/2022 1:30,27/01/2022,1:30,13.5,1/27/22 1:37:00 PM,Bush,Medium,1,Winter,34385,5.526,178,9.66,5.526,193,9.66,9.17,12.69,53.81,3.659,1061.707,0.01,7.54,10.36,11.98,12.6
27/01/2022 1:30,27/01/2022,1:30,13.5,1/27/22 1:37:00 PM,Bush,Medium,1,Winter,34386,5.076,178.9,8.26,5.076,193.9,8.27,10.13,12.62,54,3.647,1061.769,0.01,7.54,10.17,11.91,12.59
27/01/2022 1:30,27/01/2022,1:30,13.5,1/27/22 1:37:00 PM,Bush,Medium,1,Winter,34387,5.281,185.4,11.55,5.281,200.4,11.54,8.11,12.65,53.59,3.557,1061.718,0,7.54,10.07,11.87,12.59
27/01/2022 10:30,27/01/2022,10:30,11,1/27/22 10:37:00 AM,Bush,Medium,1,Winter,34439,4.83,183.6,11.6,4.83,197.8,11.7,8.38,12.59,64.74,6.23,1066.984,155.32,0.43,10.51,11.94,13.22
27/01/2022 10:30,27/01/2022,10:30,11,1/27/22 10:37:00 AM,Bush,Medium,1,Winter,34440,5.105,184.1,11.2,5.105,198.3,11.2,8.29,12.74,64.56,6.333,1066.912,180.88,0.6,10.62,12.16,13.48
27/01/2022 10:30,27/01/2022,10:30,11,1/27/22 10:37:00 AM,Bush,Medium,1,Winter,34441,4.622,208.1,13.11,4.622,222.5,13.15,8.18,12.79,62.96,6.016,1066.956,153.1,0.77,10.67,12.3,13.41
27/01/2022 11:30,27/01/2022,11:30,13.5,1/27/22 11:37:00 AM,Bush,Medium,1,Winter,34445,4.264,170.1,7.173,4.264,184.1,7.169,6.4,13.23,68.86,7.732,1067.278,422.42,1.43,12.12,13.22,13.85
27/01/2022 11:30,27/01/2022,11:30,13.5,1/27/22 11:37:00 AM,Bush,Medium,1,Winter,34446,4.871,176.5,11.62,4.871,190.6,11.61,8.72,13.73,66.89,7.777,1067.269,696.47,1.6,13.68,14.03,13.86
27/01/2022 11:30,27/01/2022,11:30,13.5,1/27/22 11:37:00 AM,Bush,Medium,1,Winter,34447,4.522,197.2,12.42,4.522,211.2,12.42,7.53,14.17,63.23,7.366,1067.168,713.59,1.77,14.44,14.95,13.86
27/01/2022 12:30,27/01/2022,12:30,13,1/27/22 12:37:00 PM,Bush,Medium,1,Winter,34451,3.483,203,19.67,3.483,217.1,19.66,6.3,13.93,63.71,7.268,1066.705,246.43,2.41,13.41,13.95,13.83
27/01/2022 12:30,27/01/2022,12:30,13,1/27/22 12:37:00 PM,Bush,Medium,1,Winter,34452,2.973,195.5,17.37,2.973,209.5,17.37,6.94,14.03,63.76,7.374,1066.5,331.34,2.58,13.48,14.2,13.8
27/01/2022 12:30,27/01/2022,12:30,13,1/27/22 12:37:00 PM,Bush,Medium,1,Winter,34453,3.693,206.2,15.18,3.693,220.2,15.18,5.67,14.71,63.04,7.839,1066.445,692.77,2.74,15.29,15.3,13.8
27/01/2022 2:30,27/01/2022,2:30,14.5,1/27/22 2:37:00 PM,Bush,Medium,1,Winter,34391,5.441,176.3,13.71,5.441,191.3,13.72,11.27,12.64,52.48,3.285,1061.518,0.05,0,10.09,11.84,12.57
27/01/2022 2:30,27/01/2022,2:30,14.5,1/27/22 2:37:00 PM,Bush,Medium,1,Winter,34392,5.024,190.1,17.35,5.024,205.1,17.35,10.66,12.63,52.54,3.33,1061.506,0,0,9.95,11.84,12.56
27/01/2022 2:30,27/01/2022,2:30,14.5,1/27/22 2:37:00 PM,Bush,Medium,1,Winter,34393,4.311,184.1,16.35,4.311,199.1,16.35,7.93,12.48,53.03,3.295,1061.461,0,0,9.9,11.69,12.56
27/01/2022 3:30,27/01/2022,3:30,13.5,1/27/22 3:37:00 PM,Bush,Medium,1,Winter,34397,6.798,210.7,20.87,6.798,225.7,20.9,11.55,12.71,52.17,3.281,1061.135,0.06,0,10.06,11.84,12.53
27/01/2022 3:30,27/01/2022,3:30,13.5,1/27/22 3:37:00 PM,Bush,Medium,1,Winter,34398,8.07,217,14.32,8.07,232,14.32,14.38,12.68,53.08,3.469,1061.257,0.29,0,10.26,11.86,12.53
27/01/2022 3:30,27/01/2022,3:30,13.5,1/27/22 3:37:00 PM,Bush,Medium,1,Winter,34399,8.61,223,12.46,8.61,238,12.49,13.07,12.47,56.96,4.241,1061.645,1.68,0,10.2,11.7,12.53
27/01/2022 4:30,27/01/2022,4:30,13,1/27/22 4:37:00 PM,Bush,Medium,1,Winter,34403,5.203,224.5,14.02,5.203,239.5,14.01,8.97,11.08,67.32,5.321,1061.704,0.97,0,8.81,10.01,12.5
27/01/2022 4:30,27/01/2022,4:30,13,1/27/22 4:37:00 PM,Bush,Medium,1,Winter,34404,5.812,228.1,11.9,5.812,243,11.89,11.95,11.33,64.57,4.992,1061.864,1.28,0,8.87,10.05,12.5
27/01/2022 4:30,27/01/2022,4:30,13,1/27/22 4:37:00 PM,Bush,Medium,1,Winter,34405,6.23,231.8,12.39,6.23,246.7,12.42,11.13,11.52,62.9,4.794,1061.823,0.99,0,9.31,10.22,12.49
27/01/2022 8:30,27/01/2022,8:30,10.5,1/27/22 8:37:00 AM,Bush,Medium,1,Winter,34427,4.448,200.9,15.38,4.448,215.8,15.41,8.69,11.53,65.75,5.448,1065.159,59.55,0,8.44,10.33,12.72
27/01/2022 8:30,27/01/2022,8:30,10.5,1/27/22 8:37:00 AM,Bush,Medium,1,Winter,34428,4.947,226.5,13.03,4.947,241.3,13.01,7.85,11.9,64.36,5.47,1065.404,81.24,0,8.86,10.61,12.75
27/01/2022 8:30,27/01/2022,8:30,10.5,1/27/22 8:37:00 AM,Bush,Medium,1,Winter,34429,4.872,241,10.04,4.872,255.8,9.96,8.03,11.55,68.94,6.13,1065.718,67.61,0,9.58,10.63,12.79
27/01/2022 9:30,27/01/2022,9:30,11,1/27/22 9:37:00 AM,Bush,Medium,1,Winter,34433,3.82,199.4,10.56,3.82,214.3,10.59,7.59,11.91,69.77,6.633,1066.535,70.03,0,10.19,11.04,12.9
27/01/2022 9:30,27/01/2022,9:30,11,1/27/22 9:37:00 AM,Bush,Medium,1,Winter,34434,3.508,190.8,11.21,3.508,205.8,11.26,8.02,11.99,69.2,6.608,1066.693,63.88,0,10.35,11.12,12.87
27/01/2022 9:30,27/01/2022,9:30,11,1/27/22 9:37:00 AM,Bush,Medium,1,Winter,34435,3.397,180.7,12.26,3.397,195.6,12.28,6.12,12.13,68.78,6.657,1066.749,73.15,0,10.4,11.29,12.89
27/02/2022 3:30,27/02/2022,3:30,25.5,2/27/22 3:37:00 PM,Bush,Medium,2,Winter,38861,3.105,268.4,8.51,3.105,282.4,8.51,4.31,16.59,60.65,9.03,1066.5,0.08,0,13.97,15.53,12.63
27/02/2022 3:30,27/02/2022,3:30,25.5,2/27/22 3:37:00 PM,Bush,Medium,2,Winter,38862,3.083,267.7,8.41,3.083,281.7,8.39,4.9,16.65,60.11,9.01,1066.5,0.18,0,13.99,15.57,12.63
27/02/2022 3:30,27/02/2022,3:30,25.5,2/27/22 3:37:00 PM,Bush,Medium,2,Winter,38863,3.028,266.9,8.74,3.028,280.9,8.74,5.38,16.55,60.1,8.93,1066.5,0.03,0,13.95,15.56,12.62
27/02/2022 4:30,27/02/2022,4:30,23,2/27/22 4:37:00 PM,Bush,Medium,2,Winter,38867,3.262,272.3,6.323,3.262,286.3,6.323,5.33,16.34,61,8.88,1066.456,0.12,0,13.79,15.37,12.6
27/02/2022 4:30,27/02/2022,4:30,23,2/27/22 4:37:00 PM,Bush,Medium,2,Winter,38868,3.202,270.3,7.291,3.202,284.3,7.291,5.05,16.27,61,8.88,1066.565,0.01,0,13.76,15.33,12.59
27/02/2022 4:30,27/02/2022,4:30,23,2/27/22 4:37:00 PM,Bush,Medium,2,Winter,38869,3.186,273.2,7.597,3.186,287.2,7.597,4.59,16.26,61.07,8.88,1066.628,0.08,0,13.71,15.29,12.59
27/02/2022 5:30,27/02/2022,5:30,21,2/27/22 5:37:00 PM,Bush,Medium,2,Winter,38873,2.92,270.9,8.42,2.92,284.9,8.42,4.33,16.02,62,8.85,1066.726,0.02,0,13.51,15.07,12.58
27/02/2022 5:30,27/02/2022,5:30,21,2/27/22 5:37:00 PM,Bush,Medium,2,Winter,38874,2.885,269.7,6.874,2.885,283.7,6.874,4.21,15.92,62,8.76,1066.8,0,0,13.45,15,12.58
27/02/2022 5:30,27/02/2022,5:30,21,2/27/22 5:37:00 PM,Bush,Medium,2,Winter,38875,2.612,263.9,6.917,2.612,277.9,6.916,4.44,15.9,61.94,8.73,1066.902,0.09,0,13.39,14.93,12.57
27/02/2022 7:30,27/02/2022,7:30,17.5,2/27/22 7:37:00 AM,Bush,Medium,2,Winter,38885,3.134,275,7.768,3.134,289,7.77,4.96,16.94,57.7,8.66,1068.142,191.46,0.4,15.39,17.25,13.7
27/02/2022 7:30,27/02/2022,7:30,17.5,2/27/22 7:37:00 AM,Bush,Medium,2,Winter,38886,2.265,278.3,11.84,2.265,292.3,11.84,3.87,17.4,56.97,8.87,1068.306,227.77,0.56,16.05,17.94,13.76
27/02/2022 7:30,27/02/2022,7:30,17.5,2/27/22 7:37:00 AM,Bush,Medium,2,Winter,38887,1.209,294.7,14.53,1.209,308.7,14.54,2.89,17.92,56.09,9.19,1068.465,256.98,0.73,16.76,18.79,13.76
27/02/2022 8:30,27/02/2022,8:30,19.5,2/27/22 8:37:00 AM,Bush,Medium,2,Winter,38891,2.681,352.8,14.28,2.681,6.874,14.27,3.95,19.34,54.97,10.16,1068.7,408.81,1.4,18.88,20.07,13.74
27/02/2022 8:30,27/02/2022,8:30,19.5,2/27/22 8:37:00 AM,Bush,Medium,2,Winter,38892,2.469,355.5,12.84,2.469,9.49,12.85,4.2,19.49,54.94,10.29,1068.728,434.6,1.56,19.54,20.29,13.74
27/02/2022 8:30,27/02/2022,8:30,19.5,2/27/22 8:37:00 AM,Bush,Medium,2,Winter,38893,2.868,10.85,13.2,2.868,24.88,13.21,4.64,19.58,54.82,10.32,1068.6,478.54,1.73,20.06,20.7,13.71
27/02/2022 9:30,27/02/2022,9:30,21.5,2/27/22 9:37:00 AM,Bush,Medium,2,Winter,38897,2.863,9.13,15.68,2.863,23.15,15.66,4.72,20.08,54.36,10.69,1068.688,601.09,2.4,22.14,21.72,13.69
27/02/2022 9:30,27/02/2022,9:30,21.5,2/27/22 9:37:00 AM,Bush,Medium,2,Winter,38898,3.027,10.56,12.18,3.027,24.56,12.18,4.59,20.17,53.66,10.61,1068.646,628.02,2.56,22.36,21.87,13.69
28/01/2022 1:30,28/01/2022,1:30,18,1/28/22 1:37:00 PM,Bush,Medium,1,Winter,34529,4.366,165.8,8.78,4.366,179.9,8.69,8.91,14.35,56.63,5.957,1067.895,0.26,5.88,11.65,13.54,12.61
28/01/2022 1:30,28/01/2022,1:30,18,1/28/22 1:37:00 PM,Bush,Medium,1,Winter,34530,4.248,171.1,9.9,4.248,185.2,9.92,7.06,14.43,55.89,5.851,1067.935,0.42,5.88,11.84,13.57,12.6
28/01/2022 1:30,28/01/2022,1:30,18,1/28/22 1:37:00 PM,Bush,Medium,1,Winter,34531,4.279,163.8,8.45,4.279,177.9,8.49,6.78,14.44,55.79,5.827,1068.047,0.29,5.88,11.87,13.62,12.6
28/01/2022 10:30,28/01/2022,10:30,15,1/28/22 10:37:00 AM,Bush,Medium,1,Winter,34583,3.536,166.4,8.38,3.536,180.4,8.42,5.73,15.33,51.05,5.372,1070.263,203.59,1.4,15.01,15.62,13.8
28/01/2022 10:30,28/01/2022,10:30,15,1/28/22 10:37:00 AM,Bush,Medium,1,Winter,34584,3.586,168.1,6.962,3.586,182.1,6.982,5.32,15.41,50.36,5.267,1070.149,155.88,1.57,14.99,15.59,13.47
28/01/2022 10:30,28/01/2022,10:30,15,1/28/22 10:37:00 AM,Bush,Medium,1,Winter,34585,3.77,166.1,8.05,3.77,180.1,8.04,6.58,15.68,49.72,5.338,1069.985,202.28,1.73,15.26,15.68,13.48
28/01/2022 11:30,28/01/2022,11:30,17,1/28/22 11:37:00 AM,Bush,Medium,1,Winter,34589,4.118,172.4,10.3,4.118,186.4,10.3,7.26,17.08,45.28,5.265,1069.582,368.76,2.4,17.01,17.56,13.78
28/01/2022 11:30,28/01/2022,11:30,17,1/28/22 11:37:00 AM,Bush,Medium,1,Winter,34590,3.95,157.7,14.27,3.95,171.7,14.29,6.61,17.43,44.77,5.425,1069.48,360.16,2.57,17.67,17.91,13.75
28/01/2022 11:30,28/01/2022,11:30,17,1/28/22 11:37:00 AM,Bush,Medium,1,Winter,34591,4.039,168.9,11.2,4.039,182.9,11.19,6.37,17.7,43.87,5.389,1069.407,435.8,2.73,18.06,18.34,13.75
28/01/2022 12:30,28/01/2022,12:30,17.5,1/28/22 12:37:00 PM,Bush,Medium,1,Winter,34595,4.755,148.9,11.47,4.755,162.9,11.51,6.93,18.12,41.99,5.132,1068.671,395.73,3.4,18.49,18.95,13.75
28/01/2022 12:30,28/01/2022,12:30,17.5,1/28/22 12:37:00 PM,Bush,Medium,1,Winter,34596,4.402,151.2,10.71,4.402,165.4,10.76,6.18,18.18,41.97,5.17,1068.548,461.71,3.57,18.57,18.83,13.73
28/01/2022 12:30,28/01/2022,12:30,17.5,1/28/22 12:37:00 PM,Bush,Medium,1,Winter,34597,4.869,152.3,11.54,4.869,166.7,11.56,7.19,18.43,41.26,5.184,1068.466,546.98,3.73,19.33,19.34,13.73
28/01/2022 2:30,28/01/2022,2:30,17.5,1/28/22 2:37:00 PM,Bush,Medium,1,Winter,34535,2.076,159.6,11.01,2.076,173.9,11,3.67,14.09,56.35,5.641,1068.295,0.05,0,11.83,13.4,12.57
28/01/2022 2:30,28/01/2022,2:30,17.5,1/28/22 2:37:00 PM,Bush,Medium,1,Winter,34536,2.797,168.8,13.8,2.797,183.2,13.81,5.38,14.11,55.95,5.535,1068.255,0.33,0,11.78,13.33,12.57
28/01/2022 2:30,28/01/2022,2:30,17.5,1/28/22 2:37:00 PM,Bush,Medium,1,Winter,34537,2.721,170.6,10.71,2.721,185.1,10.66,5.01,14,56.42,5.559,1068.286,0.07,0,11.65,13.23,12.56
28/01/2022 3:30,28/01/2022,3:30,16.5,1/28/22 3:37:00 PM,Bush,Medium,1,Winter,34541,2.918,189.1,9.43,2.918,203.8,9.47,4.21,13.35,58.5,5.466,1068.191,0.11,0,11.56,12.66,12.54
28/01/2022 3:30,28/01/2022,3:30,16.5,1/28/22 3:37:00 PM,Bush,Medium,1,Winter,34542,2.693,193.3,10.44,2.693,207.9,10.46,4.76,13.42,58.3,5.501,1068.167,0.18,0,11.38,12.66,12.54
28/01/2022 3:30,28/01/2022,3:30,16.5,1/28/22 3:37:00 PM,Bush,Medium,1,Winter,34543,2.025,196.1,13.8,2.025,210.6,13.92,3.19,13.28,59.26,5.596,1068.047,0,0,10.99,12.56,12.53
28/01/2022 4:30,28/01/2022,4:30,16,1/28/22 4:37:00 PM,Bush,Medium,1,Winter,34547,2.618,165,9.17,2.618,179.7,9.31,3.86,12.79,59.39,5.146,1068,0,0,10.29,12.06,12.51
28/01/2022 4:30,28/01/2022,4:30,16,1/28/22 4:37:00 PM,Bush,Medium,1,Winter,34548,1.986,185.4,12.19,1.986,200.1,12.2,3.54,12.79,59.48,5.184,1068.114,0.26,0,10.49,11.95,12.5
28/01/2022 4:30,28/01/2022,4:30,16,1/28/22 4:37:00 PM,Bush,Medium,1,Winter,34549,1.942,185.9,14.11,1.942,200.7,14.1,2.69,12.79,59.47,5.192,1068.2,0.78,0,10.89,11.89,12.5
28/01/2022 8:30,28/01/2022,8:30,12.5,1/28/22 8:37:00 AM,Bush,Medium,1,Winter,34571,1.542,181.1,7.107,1.542,195.9,7.135,2.31,13.32,59.38,5.627,1070.353,115.1,0.04,12.46,13.05,12.82
28/01/2022 8:30,28/01/2022,8:30,12.5,1/28/22 8:37:00 AM,Bush,Medium,1,Winter,34572,1.264,170.6,9.34,1.264,185.5,9.28,1.72,13.5,59.65,5.873,1070.454,108.34,0.06,12.84,13.28,13.06
28/01/2022 8:30,28/01/2022,8:30,12.5,1/28/22 8:37:00 AM,Bush,Medium,1,Winter,34573,1.291,170.2,11.78,1.291,185,11.73,2.17,13.81,57.76,5.747,1070.478,86.33,0.06,12.97,13.5,13.03
